SourceRow;WorkerID;RawPrefix;PrefixASCII;TailN;OriginalFilename;CalculatedFilename;Result;OriginalLen;CalculatedLen;FirstDiffPos;OriginalAtDiff;CalculatedAtDiff;Block1;Block2;Tail
114;1S30000101;40;40;3;090I1G0K0H0H0H0H0I0H0I1G1P2N1R1O1P1O1P1Q1O1P0--0I1G0K270I0I0H652B;090I1G0K0H0H0H0H0I0H0I1G1P2N1R1O1P1O1P1Q1O1P0--0I1G0K270I0I0H652B;OK;65;65;;;;090I1G0K0H0H0H0H0I0H0I;1G1P2N1R1O1P1O1P1Q1O1P;0I1G0K270I0I0H652B
115;3O50000101;40;40;3;090K1C0M0H0H0H0H0I0H0I1G1R2J1T1O1P1O1P1Q1O1P0--0K1C0M270I0I0H652B;090K1C0M0H0H0H0H0I0H0I1G1R2J1T1O1P1O1P1Q1O1P0--0K1C0M270I0I0H652B;OK;65;65;;;;090K1C0M0H0H0H0H0I0H0I;1G1R2J1T1O1P1O1P1Q1O1P;0K1C0M270I0I0H652B
116;6YPRJ00101;140;40;5;090N1M1D1F170H0H0I0H0I1G1U2T2K2M2E1O1P1Q1O1P0--0N1M1D1F170L0I0I0H630N0;090N1M1D1F170H0H0I0H0I1G1U2T2K2M2E1O1P1Q1O1P0--0N1M1D1F170L0I0I0H630N0;OK;70;70;;;;090N1M1D1F170H0H0I0H0I;1G1U2T2K2M2E1O1P1Q1O1P;0N1M1D1F170L0I0I0H630N0
117;8YNRJ00101;140;40;5;090P1M1B1F170H0H0I0H0I1G1W2T2I2M2E1O1P1Q1O1P0--0P1M1B1F170L0I0I0H630N0;090P1M1B1F170H0H0I0H0I1G1W2T2I2M2E1O1P1Q1O1P0--0P1M1B1F170L0I0I0H630N0;OK;70;70;;;;090P1M1B1F170H0H0I0H0I;1G1W2T2I2M2E1O1P1Q1O1P;0P1M1B1F170L0I0I0H630N0
118;CXDRJ00101;140;40;5;09101L111F170H0H0I0H0I1G272S282M2E1O1P1Q1O1P0--101L111F170L0I0I0H630N0;09101L111F170H0H0I0H0I1G272S282M2E1O1P1Q1O1P0--101L111F170L0I0I0H630N0;OK;70;70;;;;09101L111F170H0H0I0H0I;1G272S282M2E1O1P1Q1O1P;101L111F170L0I0I0H630N0
119;N900000101;40;40;2;091B0Q0H0H0H0H0H0I0H0I1G2I1X1O1P1O1P1O1P1O1P0--1B0Q0U0I0I0H660Z0;091B0Q0H0H0H0H0H0I0H0I1G2I1X1O1P1O1P1O1P1O1P0--1B0Q0U0I0I0H660Z0;OK;64;64;;;;091B0Q0H0H0H0H0H0I0H0I;1G2I1X1O1P1O1P1O1P1O1P;1B0Q0U0I0I0H660Z0
120;OGLOJ00101;140;40;5;091C14191C170H0H0I0H0I1G2J2B2G2J2E1O1P1Q1O1P0--1C14191C170L0I0I0H630N0;091C14191C170H0H0I0H0I1G2J2B2G2J2E1O1P1Q1O1P0--1C14191C170L0I0I0H630N0;OK;70;70;;;;091C14191C170H0H0I0H0I;1G2J2B2G2J2E1O1P1Q1O1P;1C14191C170L0I0I0H630N0
121;PDQLJ00101;140;40;5;091D111E19170H0H0I0H0I1G2K282L2G2E1O1P1Q1O1P0--1D111E19170L0I0I0H630N0;091D111E19170H0H0I0H0I1G2K282L2G2E1O1P1Q1O1P0--1D111E19170L0I0I0H630N0;OK;70;70;;;;091D111E19170H0H0I0H0I;1G2K282L2G2E1O1P1Q1O1P;1D111E19170L0I0I0H630N0
122;S3YRJ00101;140;40;5;091G0K1M1F170H0H0I0H0I1G2N1R2T2M2E1O1P1Q1O1P0--1G0K1M1F170L0I0I0H630N0;091G0K1M1F170H0H0I0H0I1G2N1R2T2M2E1O1P1Q1O1P0--1G0K1M1F170L0I0I0H630N0;OK;70;70;;;;091G0K1M1F170H0H0I0H0I;1G2N1R2T2M2E1O1P1Q1O1P;1G0K1M1F170L0I0I0H630N0
123;SFLLJ00101;140;40;5;091G131919170H0H0I0H0I1G2N2A2G2H2E1O1P1Q1O1P0--1G131919170L0I0I0H630N0;091G131919170H0H0I0H0I1G2N2A2G2H2E1O1P1Q1O1P0--1G131919170L0I0I0H630N0;OK;70;70;;;;091G131919170H0H0I0H0I;1G2N2A2G2H2E1O1P1Q1O1P;1G131919170L0I0I0H630N0
124;T300000101;40;40;2;091H0K0H0H0H0H0H0I0H0I1G2O1R1O1P1O1P1O1P1O1P0--1H0K0U0I0I0H660Z0;091H0K0H0H0H0H0H0I0H0I1G2O1R1O1P1O1P1O1P1O1P0--1H0K0U0I0I0H660Z0;OK;64;64;;;;091H0K0H0H0H0H0H0I0H0I;1G2O1R1O1P1O1P1O1P1O1P;1H0K0U0I0I0H660Z0
125;V100000101;40;40;2;091J0I0H0H0H0H0H0I0H0I1G2Q1P1O1P1O1P1O1P1O1P0--1J0I0U0I0I0H660Z0;091J0I0H0H0H0H0H0I0H0I1G2Q1P1O1P1O1P1O1P1O1P0--1J0I0U0I0I0H660Z0;OK;64;64;;;;091J0I0H0H0H0H0H0I0H0I;1G2Q1P1O1P1O1P1O1P1O1P;1J0I0U0I0I0H660Z0
126;WI8YJ00101;140;40;5;091K160P1M170H0H0I0H0I1G2R2D1W2T2E1O1P1Q1O1P0--1K160P1M170L0I0I0H630N0;091K160P1M170H0H0I0H0I1G2R2D1W2T2E1O1P1Q1O1P0--1K160P1M170L0I0I0H630N0;OK;70;70;;;;091K160P1M170H0H0I0H0I;1G2R2D1W2T2E1O1P1Q1O1P;1K160P1M170L0I0I0H630N0
127;1DC0000101;41;41;3;0A0I11100H0H0H0H0I0H0I1I1Q29281P1Q1P1Q1R1P1Q0--0I1110280I0H0I652C;0A0I11100H0H0H0H0I0H0I1I1Q29281P1Q1P1Q1R1P1Q0--0I1110280I0H0I652C;OK;65;65;;;;0A0I11100H0H0H0H0I0H0I;1I1Q29281P1Q1P1Q1R1P1Q;0I1110280I0H0I652C
128;1EB0000101;41;41;3;0A0I120Z0H0H0H0H0I0H0I1I1Q2A271P1Q1P1Q1R1P1Q0--0I120Z280I0H0I652C;0A0I120Z0H0H0H0H0I0H0I1I1Q2A271P1Q1P1Q1R1P1Q0--0I120Z280I0H0I652C;OK;65;65;;;;0A0I120Z0H0H0H0H0I0H0I;1I1Q2A271P1Q1P1Q1R1P1Q;0I120Z280I0H0I652C
129;1FA0000101;41;41;3;0A0I130Y0H0H0H0H0I0H0I1I1Q2B261P1Q1P1Q1R1P1Q0--0I130Y280I0H0I652C;0A0I130Y0H0H0H0H0I0H0I1I1Q2B261P1Q1P1Q1R1P1Q0--0I130Y280I0H0I652C;OK;65;65;;;;0A0I130Y0H0H0H0H0I0H0I;1I1Q2B261P1Q1P1Q1R1P1Q;0I130Y280I0H0I652C
130;1N90000101;41;41;3;0A0I1B0Q0H0H0H0H0I0H0I1I1Q2J1Y1P1Q1P1Q1R1P1Q0--0I1B0Q280I0H0I652C;0A0I1B0Q0H0H0H0H0I0H0I1I1Q2J1Y1P1Q1P1Q1R1P1Q0--0I1B0Q280I0H0I652C;OK;65;65;;;;0A0I1B0Q0H0H0H0H0I0H0I;1I1Q2J1Y1P1Q1P1Q1R1P1Q;0I1B0Q280I0H0I652C
131;1P70000101;41;41;3;0A0I1D0O0H0H0H0H0I0H0I1I1Q2L1W1P1Q1P1Q1R1P1Q0--0I1D0O280I0H0I652C;0A0I1D0O0H0H0H0H0I0H0I1I1Q2L1W1P1Q1P1Q1R1P1Q0--0I1D0O280I0H0I652C;OK;65;65;;;;0A0I1D0O0H0H0H0H0I0H0I;1I1Q2L1W1P1Q1P1Q1R1P1Q;0I1D0O280I0H0I652C
132;1Q60000101;41;41;3;0A0I1E0N0H0H0H0H0I0H0I1I1Q2M1V1P1Q1P1Q1R1P1Q0--0I1E0N280I0H0I652C;0A0I1E0N0H0H0H0H0I0H0I1I1Q2M1V1P1Q1P1Q1R1P1Q0--0I1E0N280I0H0I652C;OK;65;65;;;;0A0I1E0N0H0H0H0H0I0H0I;1I1Q2M1V1P1Q1P1Q1R1P1Q;0I1E0N280I0H0I652C
133;1R50000101;41;41;3;0A0I1F0M0H0H0H0H0I0H0I1I1Q2N1U1P1Q1P1Q1R1P1Q0--0I1F0M280I0H0I652C;0A0I1F0M0H0H0H0H0I0H0I1I1Q2N1U1P1Q1P1Q1R1P1Q0--0I1F0M280I0H0I652C;OK;65;65;;;;0A0I1F0M0H0H0H0H0I0H0I;1I1Q2N1U1P1Q1P1Q1R1P1Q;0I1F0M280I0H0I652C
134;1U20000101;41;41;3;0A0I1I0J0H0H0H0H0I0H0I1I1Q2Q1R1P1Q1P1Q1R1P1Q0--0I1I0J280I0H0I652C;0A0I1I0J0H0H0H0H0I0H0I1I1Q2Q1R1P1Q1P1Q1R1P1Q0--0I1I0J280I0H0I652C;OK;65;65;;;;0A0I1I0J0H0H0H0H0I0H0I;1I1Q2Q1R1P1Q1P1Q1R1P1Q;0I1I0J280I0H0I652C
135;1W00000101;41;41;2;0A0I1K0H0H0H0H0H0I0H0I1I1Q2S1P1Q1P1Q1P1Q1P1Q0--0I1K0V0I0H0I66100;0A0I1K0H0H0H0H0H0I0H0I1I1Q2S1P1Q1P1Q1P1Q1P1Q0--0I1K0V0I0H0I66100;OK;64;64;;;;0A0I1K0H0H0H0H0H0I0H0I;1I1Q2S1P1Q1P1Q1P1Q1P1Q;0I1K0V0I0H0I66100
136;2BD0000101;41;41;3;0A0J0Z110H0H0H0H0I0H0I1I1R27291P1Q1P1Q1R1P1Q0--0J0Z11280I0H0I652C;0A0J0Z110H0H0H0H0I0H0I1I1R27291P1Q1P1Q1R1P1Q0--0J0Z11280I0H0I652C;OK;65;65;;;;0A0J0Z110H0H0H0H0I0H0I;1I1R27291P1Q1P1Q1R1P1Q;0J0Z11280I0H0I652C
137;2N80000101;41;41;3;0A0J1B0P0H0H0H0H0I0H0I1I1R2J1X1P1Q1P1Q1R1P1Q0--0J1B0P280I0H0I652C;0A0J1B0P0H0H0H0H0I0H0I1I1R2J1X1P1Q1P1Q1R1P1Q0--0J1B0P280I0H0I652C;OK;65;65;;;;0A0J1B0P0H0H0H0H0I0H0I;1I1R2J1X1P1Q1P1Q1R1P1Q;0J1B0P280I0H0I652C
138;2P60000101;41;41;3;0A0J1D0N0H0H0H0H0I0H0I1I1R2L1V1P1Q1P1Q1R1P1Q0--0J1D0N280I0H0I652C;0A0J1D0N0H0H0H0H0I0H0I1I1R2L1V1P1Q1P1Q1R1P1Q0--0J1D0N280I0H0I652C;OK;65;65;;;;0A0J1D0N0H0H0H0H0I0H0I;1I1R2L1V1P1Q1P1Q1R1P1Q;0J1D0N280I0H0I652C
139;2T20000101;41;41;3;0A0J1H0J0H0H0H0H0I0H0I1I1R2P1R1P1Q1P1Q1R1P1Q0--0J1H0J280I0H0I652C;0A0J1H0J0H0H0H0H0I0H0I1I1R2P1R1P1Q1P1Q1R1P1Q0--0J1H0J280I0H0I652C;OK;65;65;;;;0A0J1H0J0H0H0H0H0I0H0I;1I1R2P1R1P1Q1P1Q1R1P1Q;0J1H0J280I0H0I652C
140;4S10000101;41;41;3;0A0L1G0I0H0H0H0H0I0H0I1I1T2O1Q1P1Q1P1Q1R1P1Q0--0L1G0I280I0H0I652C;0A0L1G0I0H0H0H0H0I0H0I1I1T2O1Q1P1Q1P1Q1R1P1Q0--0L1G0I280I0H0I652C;OK;65;65;;;;0A0L1G0I0H0H0H0H0I0H0I;1I1T2O1Q1P1Q1P1Q1R1P1Q;0L1G0I280I0H0I652C
141;6L60000101;41;41;3;0A0N190N0H0H0H0H0I0H0I1I1V2H1V1P1Q1P1Q1R1P1Q0--0N190N280I0H0I652C;0A0N190N0H0H0H0H0I0H0I1I1V2H1V1P1Q1P1Q1R1P1Q0--0N190N280I0H0I652C;OK;65;65;;;;0A0N190N0H0H0H0H0I0H0I;1I1V2H1V1P1Q1P1Q1R1P1Q;0N190N280I0H0I652C
142;6UOXJ00101;141;41;5;0A0N1I1C1L170H0H0I0H0I1I1V2Q2K2T2F1P1Q1R1P1Q0--0N1I1C1L170M0I0H0I630O0;0A0N1I1C1L170H0H0I0H0I1I1V2Q2K2T2F1P1Q1R1P1Q0--0N1I1C1L170M0I0H0I630O0;OK;70;70;;;;0A0N1I1C1L170H0H0I0H0I;1I1V2Q2K2T2F1P1Q1R1P1Q;0N1I1C1L170M0I0H0I630O0
143;9UQSJ00101;141;41;5;0A0Q1I1E1G170H0H0I0H0I1I1Y2Q2M2O2F1P1Q1R1P1Q0--0Q1I1E1G170M0I0H0I630O0;0A0Q1I1E1G170H0H0I0H0I1I1Y2Q2M2O2F1P1Q1R1P1Q0--0Q1I1E1G170M0I0H0I630O0;OK;70;70;;;;0A0Q1I1E1G170H0H0I0H0I;1I1Y2Q2M2O2F1P1Q1R1P1Q;0Q1I1E1G170M0I0H0I630O0
144;IWEMJ00101;141;41;5;0A161K121A170H0H0I0H0I1I2E2S2A2I2F1P1Q1R1P1Q0--161K121A170M0I0H0I630O0;0A161K121A170H0H0I0H0I1I2E2S2A2I2F1P1Q1R1P1Q0--161K121A170M0I0H0I630O0;OK;70;70;;;;0A161K121A170H0H0I0H0I;1I2E2S2A2I2F1P1Q1R1P1Q;161K121A170M0I0H0I630O0
145;LHEYJ00101;141;41;5;0A1915121M170H0H0I0H0I1I2H2D2A2U2F1P1Q1R1P1Q0--1915121M170M0I0H0I630O0;0A1915121M170H0H0I0H0I1I2H2D2A2U2F1P1Q1R1P1Q0--1915121M170M0I0H0I630O0;OK;70;70;;;;0A1915121M170H0H0I0H0I;1I2H2D2A2U2F1P1Q1R1P1Q;1915121M170M0I0H0I630O0
146;OBPQJ00101;141;41;5;0A1C0Z1D1E170H0H0I0H0I1I2K272L2M2F1P1Q1R1P1Q0--1C0Z1D1E170M0I0H0I630O0;0A1C0Z1D1E170H0H0I0H0I1I2K272L2M2F1P1Q1R1P1Q0--1C0Z1D1E170M0I0H0I630O0;OK;70;70;;;;0A1C0Z1D1E170H0H0I0H0I;1I2K272L2M2F1P1Q1R1P1Q;1C0Z1D1E170M0I0H0I630O0
147;T3YRJ00101;141;41;5;0A1H0K1M1F170H0H0I0H0I1I2P1S2U2N2F1P1Q1R1P1Q0--1H0K1M1F170M0I0H0I630O0;0A1H0K1M1F170H0H0I0H0I1I2P1S2U2N2F1P1Q1R1P1Q0--1H0K1M1F170M0I0H0I630O0;OK;70;70;;;;0A1H0K1M1F170H0H0I0H0I;1I2P1S2U2N2F1P1Q1R1P1Q;1H0K1M1F170M0I0H0I630O0
148;V200000101;41;41;2;0A1J0J0H0H0H0H0H0I0H0I1I2R1R1P1Q1P1Q1P1Q1P1Q0--1J0J0V0I0H0I66100;0A1J0J0H0H0H0H0H0I0H0I1I2R1R1P1Q1P1Q1P1Q1P1Q0--1J0J0V0I0H0I66100;OK;64;64;;;;0A1J0J0H0H0H0H0H0I0H0I;1I2R1R1P1Q1P1Q1P1Q1P1Q;1J0J0V0I0H0I66100
149;1DD0000101;42;42;3;0B0I11110H0H0H0H0I0H0I1K1R2A2B1Q1R1Q1R1S1Q1R0--0I1111290I0I0H652D;0B0I11110H0H0H0H0I0H0I1K1R2A2B1Q1R1Q1R1S1Q1R0--0I1111290I0I0H652D;OK;65;65;;;;0B0I11110H0H0H0H0I0H0I;1K1R2A2B1Q1R1Q1R1S1Q1R;0I1111290I0I0H652D
150;1EC0000101;42;42;3;0B0I12100H0H0H0H0I0H0I1K1R2B291Q1R1Q1R1S1Q1R0--0I1210290I0I0H652D;0B0I12100H0H0H0H0I0H0I1K1R2B291Q1R1Q1R1S1Q1R0--0I1210290I0I0H652D;OK;65;65;;;;0B0I12100H0H0H0H0I0H0I;1K1R2B291Q1R1Q1R1S1Q1R;0I1210290I0I0H652D
151;1GA0000101;42;42;3;0B0I140Y0H0H0H0H0I0H0I1K1R2D271Q1R1Q1R1S1Q1R0--0I140Y290I0I0H652D;0B0I140Y0H0H0H0H0I0H0I1K1R2D271Q1R1Q1R1S1Q1R0--0I140Y290I0I0H652D;OK;65;65;;;;0B0I140Y0H0H0H0H0I0H0I;1K1R2D271Q1R1Q1R1S1Q1R;0I140Y290I0I0H652D
152;1O90000101;42;42;3;0B0I1C0Q0H0H0H0H0I0H0I1K1R2L1Z1Q1R1Q1R1S1Q1R0--0I1C0Q290I0I0H652D;0B0I1C0Q0H0H0H0H0I0H0I1K1R2L1Z1Q1R1Q1R1S1Q1R0--0I1C0Q290I0I0H652D;OK;65;65;;;;0B0I1C0Q0H0H0H0H0I0H0I;1K1R2L1Z1Q1R1Q1R1S1Q1R;0I1C0Q290I0I0H652D
153;1P80000101;42;42;3;0B0I1D0P0H0H0H0H0I0H0I1K1R2M1Y1Q1R1Q1R1S1Q1R0--0I1D0P290I0I0H652D;0B0I1D0P0H0H0H0H0I0H0I1K1R2M1Y1Q1R1Q1R1S1Q1R0--0I1D0P290I0I0H652D;OK;65;65;;;;0B0I1D0P0H0H0H0H0I0H0I;1K1R2M1Y1Q1R1Q1R1S1Q1R;0I1D0P290I0I0H652D
154;1Q70000101;42;42;3;0B0I1E0O0H0H0H0H0I0H0I1K1R2N1X1Q1R1Q1R1S1Q1R0--0I1E0O290I0I0H652D;0B0I1E0O0H0H0H0H0I0H0I1K1R2N1X1Q1R1Q1R1S1Q1R0--0I1E0O290I0I0H652D;OK;65;65;;;;0B0I1E0O0H0H0H0H0I0H0I;1K1R2N1X1Q1R1Q1R1S1Q1R;0I1E0O290I0I0H652D
155;1R60000101;42;42;3;0B0I1F0N0H0H0H0H0I0H0I1K1R2O1W1Q1R1Q1R1S1Q1R0--0I1F0N290I0I0H652D;0B0I1F0N0H0H0H0H0I0H0I1K1R2O1W1Q1R1Q1R1S1Q1R0--0I1F0N290I0I0H652D;OK;65;65;;;;0B0I1F0N0H0H0H0H0I0H0I;1K1R2O1W1Q1R1Q1R1S1Q1R;0I1F0N290I0I0H652D
156;1S50000101;42;42;3;0B0I1G0M0H0H0H0H0I0H0I1K1R2P1V1Q1R1Q1R1S1Q1R0--0I1G0M290I0I0H652D;0B0I1G0M0H0H0H0H0I0H0I1K1R2P1V1Q1R1Q1R1S1Q1R0--0I1G0M290I0I0H652D;OK;65;65;;;;0B0I1G0M0H0H0H0H0I0H0I;1K1R2P1V1Q1R1Q1R1S1Q1R;0I1G0M290I0I0H652D
157;1U30000101;42;42;3;0B0I1I0K0H0H0H0H0I0H0I1K1R2R1T1Q1R1Q1R1S1Q1R0--0I1I0K290I0I0H652D;0B0I1I0K0H0H0H0H0I0H0I1K1R2R1T1Q1R1Q1R1S1Q1R0--0I1I0K290I0I0H652D;OK;65;65;;;;0B0I1I0K0H0H0H0H0I0H0I;1K1R2R1T1Q1R1Q1R1S1Q1R;0I1I0K290I0I0H652D
158;2FA0000101;42;42;3;0B0J130Y0H0H0H0H0I0H0I1K1S2C271Q1R1Q1R1S1Q1R0--0J130Y290I0I0H652D;0B0J130Y0H0H0H0H0I0H0I1K1S2C271Q1R1Q1R1S1Q1R0--0J130Y290I0I0H652D;OK;65;65;;;;0B0J130Y0H0H0H0H0I0H0I;1K1S2C271Q1R1Q1R1S1Q1R;0J130Y290I0I0H652D
159;2P70000101;42;42;3;0B0J1D0O0H0H0H0H0I0H0I1K1S2M1X1Q1R1Q1R1S1Q1R0--0J1D0O290I0I0H652D;0B0J1D0O0H0H0H0H0I0H0I1K1S2M1X1Q1R1Q1R1S1Q1R0--0J1D0O290I0I0H652D;OK;65;65;;;;0B0J1D0O0H0H0H0H0I0H0I;1K1S2M1X1Q1R1Q1R1S1Q1R;0J1D0O290I0I0H652D
160;2V10000101;42;42;3;0B0J1J0I0H0H0H0H0I0H0I1K1S2S1R1Q1R1Q1R1S1Q1R0--0J1J0I290I0I0H652D;0B0J1J0I0H0H0H0H0I0H0I1K1S2S1R1Q1R1Q1R1S1Q1R0--0J1J0I290I0I0H652D;OK;65;65;;;;0B0J1J0I0H0H0H0H0I0H0I;1K1S2S1R1Q1R1Q1R1S1Q1R;0J1J0I290I0I0H652D
161;5S10000101;42;42;3;0B0M1G0I0H0H0H0H0I0H0I1K1V2P1R1Q1R1Q1R1S1Q1R0--0M1G0I290I0I0H652D;0B0M1G0I0H0H0H0H0I0H0I1K1V2P1R1Q1R1Q1R1S1Q1R0--0M1G0I290I0I0H652D;OK;65;65;;;;0B0M1G0I0H0H0H0H0I0H0I;1K1V2P1R1Q1R1Q1R1S1Q1R;0M1G0I290I0I0H652D
162;U3YRJ00101;142;42;5;0B1I0K1M1F170H0H0I0H0I1K2R1T2V2O2G1Q1R1S1Q1R0--1I0K1M1F170N0I0I0H630P0;0B1I0K1M1F170H0H0I0H0I1K2R1T2V2O2G1Q1R1S1Q1R0--1I0K1M1F170N0I0I0H630P0;OK;70;70;;;;0B1I0K1M1F170H0H0I0H0I;1K2R1T2V2O2G1Q1R1S1Q1R;1I0K1M1F170N0I0I0H630P0
163;U400000101;42;42;2;0B1I0L0H0H0H0H0H0I0H0I1K2R1U1Q1R1Q1R1Q1R1Q1R0--1I0L0W0I0I0H66110;0B1I0L0H0H0H0H0H0I0H0I1K2R1U1Q1R1Q1R1Q1R1Q1R0--1I0L0W0I0I0H66110;OK;64;64;;;;0B1I0L0H0H0H0H0H0I0H0I;1K2R1U1Q1R1Q1R1Q1R1Q1R;1I0L0W0I0I0H66110
164;VBLOJ00101;142;42;5;0B1J0Z191C170H0H0I0H0I1K2S282I2L2G1Q1R1S1Q1R0--1J0Z191C170N0I0I0H630P0;0B1J0Z191C170H0H0I0H0I1K2S282I2L2G1Q1R1S1Q1R0--1J0Z191C170N0I0I0H630P0;OK;70;70;;;;0B1J0Z191C170H0H0I0H0I;1K2S282I2L2G1Q1R1S1Q1R;1J0Z191C170N0I0I0H630P0
165;W200000101;42;42;2;0B1K0J0H0H0H0H0H0I0H0I1K2T1S1Q1R1Q1R1Q1R1Q1R0--1K0J0W0I0I0H66110;0B1K0J0H0H0H0H0H0I0H0I1K2T1S1Q1R1Q1R1Q1R1Q1R0--1K0J0W0I0I0H66110;OK;64;64;;;;0B1K0J0H0H0H0H0H0I0H0I;1K2T1S1Q1R1Q1R1Q1R1Q1R;1K0J0W0I0I0H66110
166;1HA0000101;43;43;3;0C0I150Y0H0H0H0H0I0H0I1M1S2F281R1S1R1S1T1R1S0--0I150Y2A0I0H0I652E;0C0I150Y0H0H0H0H0I0H0I1M1S2F281R1S1R1S1T1R1S0--0I150Y2A0I0H0I652E;OK;65;65;;;;0C0I150Y0H0H0H0H0I0H0I;1M1S2F281R1S1R1S1T1R1S;0I150Y2A0I0H0I652E
167;1P90000101;43;43;3;0C0I1D0Q0H0H0H0H0I0H0I1M1S2N201R1S1R1S1T1R1S0--0I1D0Q2A0I0H0I652E;0C0I1D0Q0H0H0H0H0I0H0I1M1S2N201R1S1R1S1T1R1S0--0I1D0Q2A0I0H0I652E;OK;65;65;;;;0C0I1D0Q0H0H0H0H0I0H0I;1M1S2N201R1S1R1S1T1R1S;0I1D0Q2A0I0H0I652E
168;1T50000101;43;43;3;0C0I1H0M0H0H0H0H0I0H0I1M1S2R1W1R1S1R1S1T1R1S0--0I1H0M2A0I0H0I652E;0C0I1H0M0H0H0H0H0I0H0I1M1S2R1W1R1S1R1S1T1R1S0--0I1H0M2A0I0H0I652E;OK;65;65;;;;0C0I1H0M0H0H0H0H0I0H0I;1M1S2R1W1R1S1R1S1T1R1S;0I1H0M2A0I0H0I652E
169;1U40000101;43;43;3;0C0I1I0L0H0H0H0H0I0H0I1M1S2S1V1R1S1R1S1T1R1S0--0I1I0L2A0I0H0I652E;0C0I1I0L0H0H0H0H0I0H0I1M1S2S1V1R1S1R1S1T1R1S0--0I1I0L2A0I0H0I652E;OK;65;65;;;;0C0I1I0L0H0H0H0H0I0H0I;1M1S2S1V1R1S1R1S1T1R1S;0I1I0L2A0I0H0I652E
170;2O90000101;43;43;3;0C0J1C0Q0H0H0H0H0I0H0I1M1T2M201R1S1R1S1T1R1S0--0J1C0Q2A0I0H0I652E;0C0J1C0Q0H0H0H0H0I0H0I1M1T2M201R1S1R1S1T1R1S0--0J1C0Q2A0I0H0I652E;OK;65;65;;;;0C0J1C0Q0H0H0H0H0I0H0I;1M1T2M201R1S1R1S1T1R1S;0J1C0Q2A0I0H0I652E
171;2P80000101;43;43;3;0C0J1D0P0H0H0H0H0I0H0I1M1T2N1Z1R1S1R1S1T1R1S0--0J1D0P2A0I0H0I652E;0C0J1D0P0H0H0H0H0I0H0I1M1T2N1Z1R1S1R1S1T1R1S0--0J1D0P2A0I0H0I652E;OK;65;65;;;;0C0J1D0P0H0H0H0H0I0H0I;1M1T2N1Z1R1S1R1S1T1R1S;0J1D0P2A0I0H0I652E
172;2S50000101;43;43;3;0C0J1G0M0H0H0H0H0I0H0I1M1T2Q1W1R1S1R1S1T1R1S0--0J1G0M2A0I0H0I652E;0C0J1G0M0H0H0H0H0I0H0I1M1T2Q1W1R1S1R1S1T1R1S0--0J1G0M2A0I0H0I652E;OK;65;65;;;;0C0J1G0M0H0H0H0H0I0H0I;1M1T2Q1W1R1S1R1S1T1R1S;0J1G0M2A0I0H0I652E
173;3P70000101;43;43;3;0C0K1D0O0H0H0H0H0I0H0I1M1U2N1Y1R1S1R1S1T1R1S0--0K1D0O2A0I0H0I652E;0C0K1D0O0H0H0H0H0I0H0I1M1U2N1Y1R1S1R1S1T1R1S0--0K1D0O2A0I0H0I652E;OK;65;65;;;;0C0K1D0O0H0H0H0H0I0H0I;1M1U2N1Y1R1S1R1S1T1R1S;0K1D0O2A0I0H0I652E
174;3V10000101;43;43;3;0C0K1J0I0H0H0H0H0I0H0I1M1U2T1S1R1S1R1S1T1R1S0--0K1J0I2A0I0H0I652E;0C0K1J0I0H0H0H0H0I0H0I1M1U2T1S1R1S1R1S1T1R1S0--0K1J0I2A0I0H0I652E;OK;65;65;;;;0C0K1J0I0H0H0H0H0I0H0I;1M1U2T1S1R1S1R1S1T1R1S;0K1J0I2A0I0H0I652E
175;EXCTJ00101;143;43;5;0C121L101H170H0H0I0H0I1M2C2V2A2R2H1R1S1T1R1S0--121L101H170O0I0H0I630Q0;0C121L101H170H0H0I0H0I1M2C2V2A2R2H1R1S1T1R1S0--121L101H170O0I0H0I630Q0;OK;70;70;;;;0C121L101H170H0H0I0H0I;1M2C2V2A2R2H1R1S1T1R1S;121L101H170O0I0H0I630Q0
176;VAONJ00101;143;43;5;0C1J0Y1C1B170H0H0I0H0I1M2T282M2L2H1R1S1T1R1S0--1J0Y1C1B170O0I0H0I630Q0;0C1J0Y1C1B170H0H0I0H0I1M2T282M2L2H1R1S1T1R1S0--1J0Y1C1B170O0I0H0I630Q0;OK;70;70;;;;0C1J0Y1C1B170H0H0I0H0I;1M2T282M2L2H1R1S1T1R1S;1J0Y1C1B170O0I0H0I630Q0
177;X200000101;43;43;2;0C1L0J0H0H0H0H0H0I0H0I1M2V1T1R1S1R1S1R1S1R1S0--1L0J0X0I0H0I66120;0C1L0J0H0H0H0H0H0I0H0I1M2V1T1R1S1R1S1R1S1R1S0--1L0J0X0I0H0I66120;OK;64;64;;;;0C1L0J0H0H0H0H0H0I0H0I;1M2V1T1R1S1R1S1R1S1R1S;1L0J0X0I0H0I66120
178;1GC0000101;44;44;3;0D0I14100H0H0H0H0I0H0I1O1T2F2B1S1T1S1T1U1S1T0--0I14102B0I0I0H652F;0D0I14100H0H0H0H0I0H0I1O1T2F2B1S1T1S1T1U1S1T0--0I14102B0I0I0H652F;OK;65;65;;;;0D0I14100H0H0H0H0I0H0I;1O1T2F2B1S1T1S1T1U1S1T;0I14102B0I0I0H652F
