SourceRow;Filename;WorkerID;Prefix_ASC;TailRaw;TailLen;PairCount;TrailingChar;FirstZeroPos;SignificantLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;T01_RAW;T02_RAW;T03_RAW;T04_RAW;T05_RAW;T06_RAW;T07_RAW;T08_RAW;T09_RAW;T10_RAW;T11_RAW;T01_NUM;T02_NUM;T03_NUM;T04_NUM;T05_NUM;T06_NUM;T07_NUM;T08_NUM;T09_NUM;T10_NUM;T11_NUM;T01_PLUS31;T02_PLUS31;T03_PLUS31;T04_PLUS31;T05_PLUS31;T06_PLUS31;T07_PLUS31;T08_PLUS31;T09_PLUS31;T10_PLUS31;T11_PLUS31;T01_MATCH_W;T02_MATCH_W;T03_MATCH_W;T04_MATCH_W;T05_MATCH_W;T06_MATCH_W;T07_MATCH_W;T08_MATCH_W;T09_MATCH_W;T10_MATCH_W;T11_MATCH_W;;;SOUHRN;
485;240I1D0Y1B170H0H0I0H0I563K4F404D493J3K3L3J3K0--0I1D0Y1B172G0I0H0I632I0;1PANJ00101;107;0I1D0Y1B172G0I0H0I632I0;23;11;0;6;5;1;P;A;N;J;0;0;1;0;1;49;80;65;78;74;48;48;49;48;49;18;49;34;47;43;17;17;18;17;18;0I;1D;0Y;1B;17;2G;0I;0H;0I;63;2I;18;49;34;47;43;88;18;17;18;219;90;49;80;65;78;74;119;49;48;49;250;121;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
486;240Y0O141E170H0H0I0H0I56403Q464G493J3K3L3J3K0--0Y0O141E172G0I0H0I632I0;A7GQJ00101;107;0Y0O141E172G0I0H0I632I0;23;11;0;6;5;A;7;G;Q;J;0;0;1;0;1;65;55;71;81;74;48;48;49;48;49;34;24;40;50;43;17;17;18;17;18;0Y;0O;14;1E;17;2G;0I;0H;0I;63;2I;34;24;40;50;43;88;18;17;18;219;90;65;55;71;81;74;119;49;48;49;250;121;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
487;250H191718170H0H0I0H0I583K4C4A4B4A3K3L3M3K3L0--0H191718172H0I0I0H632J0;0LJKJ00101;108;0H191718172H0I0I0H632J0;23;11;0;1;0;0;L;J;K;J;0;0;1;0;1;48;76;74;75;74;48;48;49;48;49;17;45;43;44;43;17;17;18;17;18;0H;19;17;18;17;2H;0I;0I;0H;63;2J;17;45;43;44;43;89;18;18;17;219;91;48;76;74;75;74;120;49;49;48;250;122;W01,W06,W07,W09;W02;W03,W05;W04;W03,W05;;W08,W10;W08,W10;W01,W06,W07,W09;;;;;;
488;250Q121D1L0M0H0H0I0H0I583T454G4O3P3K3L3M3K3L0--0Q121D1L0M2H0I0I0H632J0;9EPX500101;108;0Q121D1L0M2H0I0I0H632J0;23;11;0;6;5;9;E;P;X;5;0;0;1;0;1;57;69;80;88;53;48;48;49;48;49;26;38;49;57;22;17;17;18;17;18;0Q;12;1D;1L;0M;2H;0I;0I;0H;63;2J;26;38;49;57;22;89;18;18;17;219;91;57;69;80;88;53;120;49;49;48;250;122;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
489;250Y0H1H19170H0H0I0H0I58413K4K4C4A3K3L3M3K3L0--0Y0H1H19172H0I0I0H632J0;A0TLJ00101;108;0Y0H1H19172H0I0I0H632J0;23;11;0;2;1;A;0;T;L;J;0;0;1;0;1;65;48;84;76;74;48;48;49;48;49;34;17;53;45;43;17;17;18;17;18;0Y;0H;1H;19;17;2H;0I;0I;0H;63;2J;34;17;53;45;43;89;18;18;17;219;91;65;48;84;76;74;120;49;49;48;250;122;W01;W02,W06,W07,W09;W03;W04;W05;;W08,W10;W08,W10;W02,W06,W07,W09;;;;;;
490;250Z0O141E170H0H0I0H0I58423R474H4A3K3L3M3K3L0--0Z0O141E172H0I0I0H632J0;B7GQJ00101;108;0Z0O141E172H0I0I0H632J0;23;11;0;6;5;B;7;G;Q;J;0;0;1;0;1;66;55;71;81;74;48;48;49;48;49;35;24;40;50;43;17;17;18;17;18;0Z;0O;14;1E;17;2H;0I;0I;0H;63;2J;35;24;40;50;43;89;18;18;17;219;91;66;55;71;81;74;120;49;49;48;250;122;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
491;260M121N1J0J0H0H0I0H0I5A3Q464R4N3N3L3M3N3L3M0--0M121N1J0J2I0I0H0I632K0;5EZV200101;109;0M121N1J0J2I0I0H0I632K0;23;11;0;6;5;5;E;Z;V;2;0;0;1;0;1;53;69;90;86;50;48;48;49;48;49;22;38;59;55;19;17;17;18;17;18;0M;12;1N;1J;0J;2I;0I;0H;0I;63;2K;22;38;59;55;19;90;18;17;18;219;92;53;69;90;86;50;121;49;48;49;250;123;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
492;261F0L0N1J170H0H0I0H0I5A4J3P3R4N4B3L3M3N3L3M0--1F0L0N1J172I0I0H0I632K0;R46VJ00101;109;1F0L0N1J172I0I0H0I632K0;23;11;0;6;5;R;4;6;V;J;0;0;1;0;1;82;52;54;86;74;48;48;49;48;49;51;21;23;55;43;17;17;18;17;18;1F;0L;0N;1J;17;2I;0I;0H;0I;63;2K;51;21;23;55;43;90;18;17;18;219;92;82;52;54;86;74;121;49;48;49;250;123;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
493;270L0Z1E19170H0H0I0H0I5C3Q444J4E4C3M3N3O3M3N0--0L0Z1E19172J0I0I0H632L0;4BQLJ00101;110;0L0Z1E19172J0I0I0H632L0;23;11;0;6;5;4;B;Q;L;J;0;0;1;0;1;52;66;81;76;74;48;48;49;48;49;21;35;50;45;43;17;17;18;17;18;0L;0Z;1E;19;17;2J;0I;0I;0H;63;2L;21;35;50;45;43;91;18;18;17;219;93;52;66;81;76;74;122;49;49;48;250;124;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
494;270O190Z1B170H0H0I0H0I5C3T4E444G4C3M3N3O3M3N0--0O190Z1B172J0I0I0H632L0;7LBNJ00101;110;0O190Z1B172J0I0I0H632L0;23;11;0;6;5;7;L;B;N;J;0;0;1;0;1;55;76;66;78;74;48;48;49;48;49;24;45;35;47;43;17;17;18;17;18;0O;19;0Z;1B;17;2J;0I;0I;0H;63;2L;24;45;35;47;43;91;18;18;17;219;93;55;76;66;78;74;122;49;49;48;250;124;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
495;270O1J0L1F170H0H0I0H0I5C3T4O3Q4K4C3M3N3O3M3N0--0O1J0L1F172J0I0I0H632L0;7V4RJ00101;110;0O1J0L1F172J0I0I0H632L0;23;11;0;6;5;7;V;4;R;J;0;0;1;0;1;55;86;52;82;74;48;48;49;48;49;24;55;21;51;43;17;17;18;17;18;0O;1J;0L;1F;17;2J;0I;0I;0H;63;2L;24;55;21;51;43;91;18;18;17;219;93;55;86;52;82;74;122;49;49;48;250;124;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
496;2710110Q1G170H0H0I0H0I5C45463V4L4C3M3N3O3M3N0--10110Q1G172J0I0I0H632L0;CD9SJ00101;110;10110Q1G172J0I0I0H632L0;23;11;0;6;5;C;D;9;S;J;0;0;1;0;1;67;68;57;83;74;48;48;49;48;49;36;37;26;52;43;17;17;18;17;18;10;11;0Q;1G;17;2J;0I;0I;0H;63;2L;36;37;26;52;43;91;18;18;17;219;93;67;68;57;83;74;122;49;49;48;250;124;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
497;280I1B1718170H0H0I0H0I5E3O4H4D4E4D3N3O3P3N3O0--0I1B1718172K0I0H0I632M0;1NJKJ00101;111;0I1B1718172K0I0H0I632M0;23;11;0;6;5;1;N;J;K;J;0;0;1;0;1;49;78;74;75;74;48;48;49;48;49;18;47;43;44;43;17;17;18;17;18;0I;1B;17;18;17;2K;0I;0H;0I;63;2M;18;47;43;44;43;92;18;17;18;219;94;49;78;74;75;74;123;49;48;49;250;125;W01,W08,W10;W02;W03,W05;W04;W03,W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
498;2811170M1E170H0H0I0H0I5E474D3S4K4D3N3O3P3N3O0--11170M1E172K0I0H0I632M0;DJ5QJ00101;111;11170M1E172K0I0H0I632M0;23;11;0;6;5;D;J;5;Q;J;0;0;1;0;1;68;74;53;81;74;48;48;49;48;49;37;43;22;50;43;17;17;18;17;18;11;17;0M;1E;17;2K;0I;0H;0I;63;2M;37;43;22;50;43;92;18;17;18;219;94;68;74;53;81;74;123;49;48;49;250;125;W01;W02,W05;W03;W04;W02,W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
499;2815121I140M0H0H0I0H0I5E4B484O4A3S3N3O3P3N3O0--15121I140M2K0I0H0I632M0;HEUG500101;111;15121I140M2K0I0H0I632M0;23;11;0;6;5;H;E;U;G;5;0;0;1;0;1;72;69;85;71;53;48;48;49;48;49;41;38;54;40;22;17;17;18;17;18;15;12;1I;14;0M;2K;0I;0H;0I;63;2M;41;38;54;40;22;92;18;17;18;219;94;72;69;85;71;53;123;49;48;49;250;125;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
500;290M1E0Y1B170H0H0I0H0I5G3T4L454I4E3O3P3Q3O3P0--0M1E0Y1B172L0I0I0H632N0;5QANJ00101;112;0M1E0Y1B172L0I0I0H632N0;23;11;0;6;5;5;Q;A;N;J;0;0;1;0;1;53;81;65;78;74;48;48;49;48;49;22;50;34;47;43;17;17;18;17;18;0M;1E;0Y;1B;17;2L;0I;0I;0H;63;2N;22;50;34;47;43;93;18;18;17;219;95;53;81;65;78;74;124;49;49;48;250;126;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
501;2A0H181C19170H0H0I0H0I5I3P4G4K4H4F3P3Q3R3P3Q0--0H181C19172M0I0H0I632O0;0KOLJ00101;113;0H181C19172M0I0H0I632O0;23;11;0;1;0;0;K;O;L;J;0;0;1;0;1;48;75;79;76;74;48;48;49;48;49;17;44;48;45;43;17;17;18;17;18;0H;18;1C;19;17;2M;0I;0H;0I;63;2O;17;44;48;45;43;94;18;17;18;219;96;48;75;79;76;74;125;49;48;49;250;127;W01,W06,W07,W09;W02;W03;W04;W05;;W08,W10;W01,W06,W07,W09;W08,W10;;;;;;
502;2A0O0L1M1F170H0H0I0H0I5I3W3T4U4N4F3P3Q3R3P3Q0--0O0L1M1F172M0I0H0I632O0;74YRJ00101;113;0O0L1M1F172M0I0H0I632O0;23;11;0;6;5;7;4;Y;R;J;0;0;1;0;1;55;52;89;82;74;48;48;49;48;49;24;21;58;51;43;17;17;18;17;18;0O;0L;1M;1F;17;2M;0I;0H;0I;63;2O;24;21;58;51;43;94;18;17;18;219;96;55;52;89;82;74;125;49;48;49;250;127;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
503;2A0Q0N1E1J170H0H0I0H0I5I3Y3V4M4R4F3P3Q3R3P3Q0--0Q0N1E1J172M0I0H0I632O0;96QVJ00101;113;0Q0N1E1J172M0I0H0I632O0;23;11;0;6;5;9;6;Q;V;J;0;0;1;0;1;57;54;81;86;74;48;48;49;48;49;26;23;50;55;43;17;17;18;17;18;0Q;0N;1E;1J;17;2M;0I;0H;0I;63;2O;26;23;50;55;43;94;18;17;18;219;96;57;54;81;86;74;125;49;48;49;250;127;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
504;2A16110O1F170H0H0I0H0I5I4E493W4N4F3P3Q3R3P3Q0--16110O1F172M0I0H0I632O0;ID7RJ00101;113;16110O1F172M0I0H0I632O0;23;11;0;6;5;I;D;7;R;J;0;0;1;0;1;73;68;55;82;74;48;48;49;48;49;42;37;24;51;43;17;17;18;17;18;16;11;0O;1F;17;2M;0I;0H;0I;63;2O;42;37;24;51;43;94;18;17;18;219;96;73;68;55;82;74;125;49;48;49;250;127;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
505;2A170O141B170H0H0I0H0I5I4F3W4C4J4F3P3Q3R3P3Q0--170O141B172M0I0H0I632O0;J7GNJ00101;113;170O141B172M0I0H0I632O0;23;11;0;6;5;J;7;G;N;J;0;0;1;0;1;74;55;71;78;74;48;48;49;48;49;43;24;40;47;43;17;17;18;17;18;17;0O;14;1B;17;2M;0I;0H;0I;63;2O;43;24;40;47;43;94;18;17;18;219;96;74;55;71;78;74;125;49;48;49;250;127;W01,W05;W02;W03;W04;W01,W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
506;2A1F0Y0J1E170H0H0I0H0I5I4N463R4M4F3P3Q3R3P3Q0--1F0Y0J1E172M0I0H0I632O0;RA2QJ00101;113;1F0Y0J1E172M0I0H0I632O0;23;11;0;6;5;R;A;2;Q;J;0;0;1;0;1;82;65;50;81;74;48;48;49;48;49;51;34;19;50;43;17;17;18;17;18;1F;0Y;0J;1E;17;2M;0I;0H;0I;63;2O;51;34;19;50;43;94;18;17;18;219;96;82;65;50;81;74;125;49;48;49;250;127;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
507;2A1N0H0N1J170H0H0I0H0I5I4V3P3V4R4F3P3Q3R3P3Q0--1N0H0N1J172M0I0H0I632O0;Z06VJ00101;113;1N0H0N1J172M0I0H0I632O0;23;11;0;2;1;Z;0;6;V;J;0;0;1;0;1;90;48;54;86;74;48;48;49;48;49;59;17;23;55;43;17;17;18;17;18;1N;0H;0N;1J;17;2M;0I;0H;0I;63;2O;59;17;23;55;43;94;18;17;18;219;96;90;48;54;86;74;125;49;48;49;250;127;W01;W02,W06,W07,W09;W03;W04;W05;;W08,W10;W02,W06,W07,W09;W08,W10;;;;;;
508;2B0H1G131B170H0H0I0H0I5K3Q4P4C4K4G3Q3R3S3Q3R0--0H1G131B172N0I0I0H632P0;0SFNJ00101;114;0H1G131B172N0I0I0H632P0;23;11;0;1;0;0;S;F;N;J;0;0;1;0;1;48;83;70;78;74;48;48;49;48;49;17;52;39;47;43;17;17;18;17;18;0H;1G;13;1B;17;2N;0I;0I;0H;63;2P;17;52;39;47;43;95;18;18;17;219;97;48;83;70;78;74;126;49;49;48;250;128;W01,W06,W07,W09;W02;W03;W04;W05;;W08,W10;W08,W10;W01,W06,W07,W09;;;;;;
509;2B14110Q1G170H0H0I0H0I5K4D4A3Z4P4G3Q3R3S3Q3R0--14110Q1G172N0I0I0H632P0;GD9SJ00101;114;14110Q1G172N0I0I0H632P0;23;11;0;6;5;G;D;9;S;J;0;0;1;0;1;71;68;57;83;74;48;48;49;48;49;40;37;26;52;43;17;17;18;17;18;14;11;0Q;1G;17;2N;0I;0I;0H;63;2P;40;37;26;52;43;95;18;18;17;219;97;71;68;57;83;74;126;49;49;48;250;128;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
510;2B1A100P1C170H0H0I0H0I5K4J493Y4L4G3Q3R3S3Q3R0--1A100P1C172N0I0I0H632P0;MC8OJ00101;114;1A100P1C172N0I0I0H632P0;23;11;0;6;5;M;C;8;O;J;0;0;1;0;1;77;67;56;79;74;48;48;49;48;49;46;36;25;48;43;17;17;18;17;18;1A;10;0P;1C;17;2N;0I;0I;0H;63;2P;46;36;25;48;43;95;18;18;17;219;97;77;67;56;79;74;126;49;49;48;250;128;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
511;2B1C0O1219170H0H0I0H0I5K4L3X4B4I4G3Q3R3S3Q3R0--1C0O1219172N0I0I0H632P0;O7ELJ00101;114;1C0O1219172N0I0I0H632P0;23;11;0;6;5;O;7;E;L;J;0;0;1;0;1;79;55;69;76;74;48;48;49;48;49;48;24;38;45;43;17;17;18;17;18;1C;0O;12;19;17;2N;0I;0I;0H;63;2P;48;24;38;45;43;95;18;18;17;219;97;79;55;69;76;74;126;49;49;48;250;128;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
512;2B1G0Y0J1E170H0H0I0H0I5K4P473S4N4G3Q3R3S3Q3R0--1G0Y0J1E172N0I0I0H632P0;SA2QJ00101;114;1G0Y0J1E172N0I0I0H632P0;23;11;0;6;5;S;A;2;Q;J;0;0;1;0;1;83;65;50;81;74;48;48;49;48;49;52;34;19;50;43;17;17;18;17;18;1G;0Y;0J;1E;17;2N;0I;0I;0H;63;2P;52;34;19;50;43;95;18;18;17;219;97;83;65;50;81;74;126;49;49;48;250;128;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
513;2C140L141J170H0H0I0H0I5M4E3V4E4T4H3R3S3T3R3S0--140L141J172O0I0H0I632Q0;G4GVJ00101;115;140L141J172O0I0H0I632Q0;23;11;0;6;5;G;4;G;V;J;0;0;1;0;1;71;52;71;86;74;48;48;49;48;49;40;21;40;55;43;17;17;18;17;18;14;0L;14;1J;17;2O;0I;0H;0I;63;2Q;40;21;40;55;43;96;18;17;18;219;98;71;52;71;86;74;127;49;48;49;250;129;W01,W03;W02;W01,W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
514;2C1H0Y0J1E170H0H0I0H0I5M4R483T4O4H3R3S3T3R3S0--1H0Y0J1E172O0I0H0I632Q0;TA2QJ00101;115;1H0Y0J1E172O0I0H0I632Q0;23;11;0;6;5;T;A;2;Q;J;0;0;1;0;1;84;65;50;81;74;48;48;49;48;49;53;34;19;50;43;17;17;18;17;18;1H;0Y;0J;1E;17;2O;0I;0H;0I;63;2Q;53;34;19;50;43;96;18;17;18;219;98;84;65;50;81;74;127;49;48;49;250;129;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
515;2D0Y121D1L0M0H0H0I0H0I5O494D4O4W3X3S3T3U3S3T0--0Y121D1L0M2P0I0I0H632R0;AEPX500101;116;0Y121D1L0M2P0I0I0H632R0;23;11;0;6;5;A;E;P;X;5;0;0;1;0;1;65;69;80;88;53;48;48;49;48;49;34;38;49;57;22;17;17;18;17;18;0Y;12;1D;1L;0M;2P;0I;0I;0H;63;2R;34;38;49;57;22;97;18;18;17;219;99;65;69;80;88;53;128;49;49;48;250;130;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
516;2D16160M1F170H0H0I0H0I5O4H4I3X4Q4I3S3T3U3S3T0--16160M1F172P0I0I0H632R0;II5RJ00101;116;16160M1F172P0I0I0H632R0;23;11;0;6;5;I;I;5;R;J;0;0;1;0;1;73;73;53;82;74;48;48;49;48;49;42;42;22;51;43;17;17;18;17;18;16;16;0M;1F;17;2P;0I;0I;0H;63;2R;42;42;22;51;43;97;18;18;17;219;99;73;73;53;82;74;128;49;49;48;250;130;W01,W02;W01,W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
517;2D1D100J1H170H0H0I0H0I5O4O4B3U4S4I3S3T3U3S3T0--1D100J1H172P0I0I0H632R0;PC2TJ00101;116;1D100J1H172P0I0I0H632R0;23;11;0;6;5;P;C;2;T;J;0;0;1;0;1;80;67;50;84;74;48;48;49;48;49;49;36;19;53;43;17;17;18;17;18;1D;10;0J;1H;17;2P;0I;0I;0H;63;2R;49;36;19;53;43;97;18;18;17;219;99;80;67;50;84;74;128;49;49;48;250;130;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
518;2E0I1I131B170H0H0I0H0I5Q3U4U4F4N4J3T3U3V3T3U0--0I1I131B17010I0I0H63030;1UFNJ00101;117;0I1I131B17010I0I0H63030;23;11;0;6;5;1;U;F;N;J;0;0;1;0;1;49;85;70;78;74;48;48;49;48;49;18;54;39;47;43;17;17;18;17;18;0I;1I;13;1B;17;1;0I;0I;0H;63;3;18;54;39;47;43;1;18;18;17;219;3;49;85;70;78;74;32;49;49;48;250;34;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W01,W08,W10;W06,W07,W09;;;;;;
519;2E0L1I111A170H0H0I0H0I5Q3X4U4D4M4J3T3U3V3T3U0--0L1I111A17010I0I0H63030;4UDMJ00101;117;0L1I111A17010I0I0H63030;23;11;0;6;5;4;U;D;M;J;0;0;1;0;1;52;85;68;77;74;48;48;49;48;49;21;54;37;46;43;17;17;18;17;18;0L;1I;11;1A;17;1;0I;0I;0H;63;3;21;54;37;46;43;1;18;18;17;219;3;52;85;68;77;74;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
520;2E0Z121D1L0M0H0H0I0H0I5Q4B4E4P4X3Y3T3U3V3T3U0--0Z121D1L0M010I0I0H63030;BEPX500101;117;0Z121D1L0M010I0I0H63030;23;11;0;6;5;B;E;P;X;5;0;0;1;0;1;66;69;80;88;53;48;48;49;48;49;35;38;49;57;22;17;17;18;17;18;0Z;12;1D;1L;0M;1;0I;0I;0H;63;3;35;38;49;57;22;1;18;18;17;219;3;66;69;80;88;53;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
521;2E120N181H170H0H0I0H0I5Q4E3Z4K4T4J3T3U3V3T3U0--120N181H17010I0I0H63030;E6KTJ00101;117;120N181H17010I0I0H63030;23;11;0;6;5;E;6;K;T;J;0;0;1;0;1;69;54;75;84;74;48;48;49;48;49;38;23;44;53;43;17;17;18;17;18;12;0N;18;1H;17;1;0I;0I;0H;63;3;38;23;44;53;43;1;18;18;17;219;3;69;54;75;84;74;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
522;2E130M181H170H0H0I0H0I5Q4F3Y4K4T4J3T3U3V3T3U0--130M181H17010I0I0H63030;F5KTJ00101;117;130M181H17010I0I0H63030;23;11;0;6;5;F;5;K;T;J;0;0;1;0;1;70;53;75;84;74;48;48;49;48;49;39;22;44;53;43;17;17;18;17;18;13;0M;18;1H;17;1;0I;0I;0H;63;3;39;22;44;53;43;1;18;18;17;219;3;70;53;75;84;74;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
523;2E1B121I140M0H0H0I0H0I5Q4N4E4U4G3Y3T3U3V3T3U0--1B121I140M010I0I0H63030;NEUG500101;117;1B121I140M010I0I0H63030;23;11;0;6;5;N;E;U;G;5;0;0;1;0;1;78;69;85;71;53;48;48;49;48;49;47;38;54;40;22;17;17;18;17;18;1B;12;1I;14;0M;1;0I;0I;0H;63;3;47;38;54;40;22;1;18;18;17;219;3;78;69;85;71;53;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
524;2E1F0O1219170H0H0I0H0I5Q4R404E4L4J3T3U3V3T3U0--1F0O121917010I0I0H63030;R7ELJ00101;117;1F0O121917010I0I0H63030;23;11;0;6;5;R;7;E;L;J;0;0;1;0;1;82;55;69;76;74;48;48;49;48;49;51;24;38;45;43;17;17;18;17;18;1F;0O;12;19;17;1;0I;0I;0H;63;3;51;24;38;45;43;1;18;18;17;219;3;82;55;69;76;74;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
525;2F1F0I111H170H0H0I0H0I5S4S3V4E4U4K3U3V3W3U3V0--1F0I111H17010I0I0H63030;R1DTJ00101;118;1F0I111H17010I0I0H63030;23;11;0;6;5;R;1;D;T;J;0;0;1;0;1;82;49;68;84;74;48;48;49;48;49;51;18;37;53;43;17;17;18;17;18;1F;0I;11;1H;17;1;0I;0I;0H;63;3;51;18;37;53;43;1;18;18;17;219;3;82;49;68;84;74;32;49;49;48;250;34;W01;W02,W08,W10;W03;W04;W05;;W02,W08,W10;W02,W08,W10;W06,W07,W09;;;;;;
526;2G0N121H1B160H0H0I0H0I5U414G4V4P4K3V3W3X3V3W0--0N121H1B16010I0I0H63030;6ETNI00101;119;0N121H1B16010I0I0H63030;23;11;0;6;5;6;E;T;N;I;0;0;1;0;1;54;69;84;78;73;48;48;49;48;49;23;38;53;47;42;17;17;18;17;18;0N;12;1H;1B;16;1;0I;0I;0H;63;3;23;38;53;47;42;1;18;18;17;219;3;54;69;84;78;73;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
527;2G1G0I111H170H0H0I0H0I5U4U3W4F4V4L3V3W3X3V3W0--1G0I111H17010I0I0H63030;S1DTJ00101;119;1G0I111H17010I0I0H63030;23;11;0;6;5;S;1;D;T;J;0;0;1;0;1;83;49;68;84;74;48;48;49;48;49;52;18;37;53;43;17;17;18;17;18;1G;0I;11;1H;17;1;0I;0I;0H;63;3;52;18;37;53;43;1;18;18;17;219;3;83;49;68;84;74;32;49;49;48;250;34;W01;W02,W08,W10;W03;W04;W05;;W02,W08,W10;W02,W08,W10;W06,W07,W09;;;;;;
528;2H0Q1C1718170H0H0I0H0I5W454R4M4N4M3W3X3Y3W3X0--0Q1C171817010I0I0H63030;9OJKJ00101;120;0Q1C171817010I0I0H63030;23;11;0;6;5;9;O;J;K;J;0;0;1;0;1;57;79;74;75;74;48;48;49;48;49;26;48;43;44;43;17;17;18;17;18;0Q;1C;17;18;17;1;0I;0I;0H;63;3;26;48;43;44;43;1;18;18;17;219;3;57;79;74;75;74;32;49;49;48;250;34;W01;W02;W03,W05;W04;W03,W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
529;2H1I0O1219170H0H0I0H0I5W4X434H4O4M3W3X3Y3W3X0--1I0O121917010I0I0H63030;U7ELJ00101;120;1I0O121917010I0I0H63030;23;11;0;6;5;U;7;E;L;J;0;0;1;0;1;85;55;69;76;74;48;48;49;48;49;54;24;38;45;43;17;17;18;17;18;1I;0O;12;19;17;1;0I;0I;0H;63;3;54;24;38;45;43;1;18;18;17;219;3;85;55;69;76;74;32;49;49;48;250;34;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
530;2I0I121L1F150H0H0I0H0I5Y3Y4I514V4L3X3Y3Z3X3Y0--0I121L1F15020I0H0I63040;1EXRH00101;121;0I121L1F15020I0H0I63040;23;11;0;6;5;1;E;X;R;H;0;0;1;0;1;49;69;88;82;72;48;48;49;48;49;18;38;57;51;41;17;17;18;17;18;0I;12;1L;1F;15;2;0I;0H;0I;63;4;18;38;57;51;41;2;18;17;18;219;4;49;69;88;82;72;33;49;48;49;250;35;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
531;2I0Q1L0Q1H170H0H0I0H0I5Y4651464X4N3X3Y3Z3X3Y0--0Q1L0Q1H17020I0H0I63040;9X9TJ00101;121;0Q1L0Q1H17020I0H0I63040;23;11;0;6;5;9;X;9;T;J;0;0;1;0;1;57;88;57;84;74;48;48;49;48;49;26;57;26;53;43;17;17;18;17;18;0Q;1L;0Q;1H;17;2;0I;0H;0I;63;4;26;57;26;53;43;2;18;17;18;219;4;57;88;57;84;74;33;49;48;49;250;35;W01,W03;W02;W01,W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
