SourceRow;Filename;WorkerID;Prefix_ASC;TailRaw;TailLen;PairCount;TrailingChar;FirstZeroPos;SignificantLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;T01_RAW;T02_RAW;T03_RAW;T04_RAW;T05_RAW;T06_RAW;T07_RAW;T08_RAW;T09_RAW;T10_RAW;T11_RAW;T01_NUM;T02_NUM;T03_NUM;T04_NUM;T05_NUM;T06_NUM;T07_NUM;T08_NUM;T09_NUM;T10_NUM;T11_NUM;T01_PLUS31;T02_PLUS31;T03_PLUS31;T04_PLUS31;T05_PLUS31;T06_PLUS31;T07_PLUS31;T08_PLUS31;T09_PLUS31;T10_PLUS31;T11_PLUS31;T01_MATCH_W;T02_MATCH_W;T03_MATCH_W;T04_MATCH_W;T05_MATCH_W;T06_MATCH_W;T07_MATCH_W;T08_MATCH_W;T09_MATCH_W;T10_MATCH_W;T11_MATCH_W;;;SOUHRN;
437;1J0J100P0H0H0H0H0I0H0I40303H362Y2Z2Y2Z302Y2Z0--0J100P1X0I0I0H6521;2C80000101;86;0J100P1X0I0I0H6521;18;9;;4;3;2;C;8;0;0;0;0;1;0;1;50;67;56;48;48;48;48;49;48;49;19;36;25;17;17;17;17;18;17;18;0J;10;0P;1X;0I;0I;0H;65;21;;;19;36;25;69;18;18;17;221;73;;;50;67;56;100;49;49;48;252;104;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
438;1J0J120N0H0H0H0H0I0H0I40303J342Y2Z2Y2Z302Y2Z0--0J120N1X0I0I0H6521;2E60000101;86;0J120N1X0I0I0H6521;18;9;;4;3;2;E;6;0;0;0;0;1;0;1;50;69;54;48;48;48;48;49;48;49;19;38;23;17;17;17;17;18;17;18;0J;12;0N;1X;0I;0I;0H;65;21;;;19;38;23;69;18;18;17;221;73;;;50;69;54;100;49;49;48;252;104;;;W01;W02;W03;;W08,W10;W08,W10;W04,W05,W06,W07,W09;;;;;;;;
439;1J0J12140Z120H0H0I0H0I40303J3L3G3J2Y2Z302Y2Z0--0J12140Z121V0I0I0H631X0;2EGBE00101;86;0J12140Z121V0I0I0H631X0;23;11;0;6;5;2;E;G;B;E;0;0;1;0;1;50;69;71;66;69;48;48;49;48;49;19;38;40;35;38;17;17;18;17;18;0J;12;14;0Z;12;1V;0I;0I;0H;63;1X;19;38;40;35;38;67;18;18;17;219;69;50;69;71;66;69;98;49;49;48;250;100;W01;W02,W05;W03;W04;W02,W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
440;1J0J121I120L0H0H0I0H0I40303J3Z3J322Y2Z302Y2Z0--0J121I120L1V0I0I0H631X0;2EUE400101;86;0J121I120L1V0I0I0H631X0;23;11;0;6;5;2;E;U;E;4;0;0;1;0;1;50;69;85;69;52;48;48;49;48;49;19;38;54;38;21;17;17;18;17;18;0J;12;1I;12;0L;1V;0I;0I;0H;63;1X;19;38;54;38;21;67;18;18;17;219;69;50;69;85;69;52;98;49;49;48;250;100;W01;W02,W04;W03;W02,W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
441;1J110H0P1C170H0H0I0H0I403I2Y363T3O2Y2Z302Y2Z0--110H0P1C171V0I0I0H631X0;D08OJ00101;86;110H0P1C171V0I0I0H631X0;23;11;0;2;1;D;0;8;O;J;0;0;1;0;1;68;48;56;79;74;48;48;49;48;49;37;17;25;48;43;17;17;18;17;18;11;0H;0P;1C;17;1V;0I;0I;0H;63;1X;37;17;25;48;43;67;18;18;17;219;69;68;48;56;79;74;98;49;49;48;250;100;W01;W02,W06,W07,W09;W03;W04;W05;;W08,W10;W08,W10;W02,W06,W07,W09;;;;;;
442;1J130O0H0H0H0H0H0I0H0I403K352Y2Z2Y2Z2Y2Z2Y2Z0--130O0K0I0I0H660P0;F700000101;86;130O0K0I0I0H660P0;17;8;0;3;2;F;7;0;0;0;0;0;1;0;1;70;55;48;48;48;48;48;49;48;49;39;24;17;17;17;17;17;18;17;18;13;0O;0K;0I;0I;0H;66;0P;;;;39;24;20;18;18;17;222;25;;;;70;55;51;49;49;48;253;56;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
443;1J160L0H0H0H0H0H0I0H0I403N322Y2Z2Y2Z2Y2Z2Y2Z0--160L0K0I0I0H660P0;I400000101;86;160L0K0I0I0H660P0;17;8;0;3;2;I;4;0;0;0;0;0;1;0;1;73;52;48;48;48;48;48;49;48;49;42;21;17;17;17;17;17;18;17;18;16;0L;0K;0I;0I;0H;66;0P;;;;42;21;20;18;18;17;222;25;;;;73;52;51;49;49;48;253;56;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
444;1J180J0H0H0H0H0H0I0H0I403P302Y2Z2Y2Z2Y2Z2Y2Z0--180J0K0I0I0H660P0;K200000101;86;180J0K0I0I0H660P0;17;8;0;3;2;K;2;0;0;0;0;0;1;0;1;75;50;48;48;48;48;48;49;48;49;44;19;17;17;17;17;17;18;17;18;18;0J;0K;0I;0I;0H;66;0P;;;;44;19;20;18;18;17;222;25;;;;75;50;51;49;49;48;253;56;;;;W01;W02;;W08,W10;W08,W10;W03,W04,W05,W06,W07,W09;;;;;;;;;
445;1K0I121016110H0H0I0H0I42303K3I3O3J2Z30312Z300--0I121016111W0I0H0I631Y0;1ECID00101;87;0I121016111W0I0H0I631Y0;23;11;0;6;5;1;E;C;I;D;0;0;1;0;1;49;69;67;73;68;48;48;49;48;49;18;38;36;42;37;17;17;18;17;18;0I;12;10;16;11;1W;0I;0H;0I;63;1Y;18;38;36;42;37;68;18;17;18;219;70;49;69;67;73;68;99;49;48;49;250;101;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
446;1K0I121H140M0H0H0I0H0I42303K3Z3M342Z30312Z300--0I121H140M1W0I0H0I631Y0;1ETG500101;87;0I121H140M1W0I0H0I631Y0;23;11;0;6;5;1;E;T;G;5;0;0;1;0;1;49;69;84;71;53;48;48;49;48;49;18;38;53;40;22;17;17;18;17;18;0I;12;1H;14;0M;1W;0I;0H;0I;63;1Y;18;38;53;40;22;68;18;17;18;219;70;49;69;84;71;53;99;49;48;49;250;101;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
447;1K0L12130Z120H0H0I0H0I42333K3L3H3K2Z30312Z300--0L12130Z121W0I0H0I631Y0;4EFBE00101;87;0L12130Z121W0I0H0I631Y0;23;11;0;6;5;4;E;F;B;E;0;0;1;0;1;52;69;70;66;69;48;48;49;48;49;21;38;39;35;38;17;17;18;17;18;0L;12;13;0Z;12;1W;0I;0H;0I;63;1Y;21;38;39;35;38;68;18;17;18;219;70;52;69;70;66;69;99;49;48;49;250;101;W01;W02,W05;W03;W04;W02,W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
448;1L0H131I140M0H0H0I0H0I44303M413N3530313230310--0H131I140M1X0I0I0H631Z0;0FUG500101;88;0H131I140M1X0I0I0H631Z0;23;11;0;1;0;0;F;U;G;5;0;0;1;0;1;48;70;85;71;53;48;48;49;48;49;17;39;54;40;22;17;17;18;17;18;0H;13;1I;14;0M;1X;0I;0I;0H;63;1Z;17;39;54;40;22;69;18;18;17;219;71;48;70;85;71;53;100;49;49;48;250;102;W01,W06,W07,W09;W02;W03;W04;W05;;W08,W10;W08,W10;W01,W06,W07,W09;;;;;;
449;1L0J121M0H140H0H0I0H0I44323L45303N30313230310--0J121M0H141X0I0I0H631Z0;2EY0G00101;88;0J121M0H141X0I0I0H631Z0;23;11;0;4;3;2;E;Y;0;G;0;0;1;0;1;50;69;89;48;71;48;48;49;48;49;19;38;58;17;40;17;17;18;17;18;0J;12;1M;0H;14;1X;0I;0I;0H;63;1Z;19;38;58;17;40;69;18;18;17;219;71;50;69;89;48;71;100;49;49;48;250;102;W01;W02;W03;W04,W06,W07,W09;W05;;W08,W10;W08,W10;W04,W06,W07,W09;;;;;;
450;1L0Z0M0K1G170H0H0I0H0I443I35333Z3Q30313230310--0Z0M0K1G171X0I0I0H631Z0;B53SJ00101;88;0Z0M0K1G171X0I0I0H631Z0;23;11;0;6;5;B;5;3;S;J;0;0;1;0;1;66;53;51;83;74;48;48;49;48;49;35;22;20;52;43;17;17;18;17;18;0Z;0M;0K;1G;17;1X;0I;0I;0H;63;1Z;35;22;20;52;43;69;18;18;17;219;71;66;53;51;83;74;100;49;49;48;250;102;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
451;1M0H0O121F170H0H0I0H0I4631383M3Z3R31323331320--0H0O121F171Y0I0H0I63200;07ERJ00101;89;0H0O121F171Y0I0H0I63200;23;11;0;1;0;0;7;E;R;J;0;0;1;0;1;48;55;69;82;74;48;48;49;48;49;17;24;38;51;43;17;17;18;17;18;0H;0O;12;1F;17;1Y;0I;0H;0I;63;20;17;24;38;51;43;70;18;17;18;219;72;48;55;69;82;74;101;49;48;49;250;103;W01,W06,W07,W09;W02;W03;W04;W05;;W08,W10;W01,W06,W07,W09;W08,W10;;;;;;
452;1M0I12180Y130H0H0I0H0I46323M3S3I3N31323331320--0I12180Y131Y0I0H0I63200;1EKAF00101;89;0I12180Y131Y0I0H0I63200;23;11;0;6;5;1;E;K;A;F;0;0;1;0;1;49;69;75;65;70;48;48;49;48;49;18;38;44;34;39;17;17;18;17;18;0I;12;18;0Y;13;1Y;0I;0H;0I;63;20;18;38;44;34;39;70;18;17;18;219;72;49;69;75;65;70;101;49;48;49;250;103;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
453;1M0I170K1D170H0H0I0H0I46323R343X3R31323331320--0I170K1D171Y0I0H0I63200;1J3PJ00101;89;0I170K1D171Y0I0H0I63200;23;11;0;6;5;1;J;3;P;J;0;0;1;0;1;49;74;51;80;74;48;48;49;48;49;18;43;20;49;43;17;17;18;17;18;0I;17;0K;1D;17;1Y;0I;0H;0I;63;20;18;43;20;49;43;70;18;17;18;219;72;49;74;51;80;74;101;49;48;49;250;103;W01,W08,W10;W02,W05;W03;W04;W02,W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
454;1M0K121016110H0H0I0H0I46343M3K3Q3L31323331320--0K121016111Y0I0H0I63200;3ECID00101;89;0K121016111Y0I0H0I63200;23;11;0;6;5;3;E;C;I;D;0;0;1;0;1;51;69;67;73;68;48;48;49;48;49;20;38;36;42;37;17;17;18;17;18;0K;12;10;16;11;1Y;0I;0H;0I;63;20;20;38;36;42;37;70;18;17;18;219;72;51;69;67;73;68;101;49;48;49;250;103;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
455;1M0Z120Q1I0K0H0H0I0H0I463J3M3A423431323331320--0Z120Q1I0K1Y0I0H0I63200;BE9U300101;89;0Z120Q1I0K1Y0I0H0I63200;23;11;0;6;5;B;E;9;U;3;0;0;1;0;1;66;69;57;85;51;48;48;49;48;49;35;38;26;54;20;17;17;18;17;18;0Z;12;0Q;1I;0K;1Y;0I;0H;0I;63;20;35;38;26;54;20;70;18;17;18;219;72;66;69;57;85;51;101;49;48;49;250;103;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
456;1O0J0H1G18170H0H0I0H0I4A3533423U3T33343533340--0J0H1G1817200I0H0I63220;20SKJ00101;91;0J0H1G1817200I0H0I63220;23;11;0;2;1;2;0;S;K;J;0;0;1;0;1;50;48;83;75;74;48;48;49;48;49;19;17;52;44;43;17;17;18;17;18;0J;0H;1G;18;17;20;0I;0H;0I;63;22;19;17;52;44;43;72;18;17;18;219;74;50;48;83;75;74;103;49;48;49;250;105;W01;W02,W06,W07,W09;W03;W04;W05;;W08,W10;W02,W06,W07,W09;W08,W10;;;;;;
457;1P0H1C0I1E170H0H0I0H0I4C343Z35413U34353634350--0H1C0I1E17210I0I0H63230;0O1QJ00101;92;0H1C0I1E17210I0I0H63230;23;11;0;1;0;0;O;1;Q;J;0;0;1;0;1;48;79;49;81;74;48;48;49;48;49;17;48;18;50;43;17;17;18;17;18;0H;1C;0I;1E;17;21;0I;0I;0H;63;23;17;48;18;50;43;73;18;18;17;219;75;48;79;49;81;74;104;49;49;48;250;106;W01,W06,W07,W09;W02;W03,W08,W10;W04;W05;;W03,W08,W10;W03,W08,W10;W01,W06,W07,W09;;;;;;
458;1Q0J0H1H19170H0H0I0H0I4E3735453X3V35363735360--0J0H1H1917220I0H0I63240;20TLJ00101;93;0J0H1H1917220I0H0I63240;23;11;0;2;1;2;0;T;L;J;0;0;1;0;1;50;48;84;76;74;48;48;49;48;49;19;17;53;45;43;17;17;18;17;18;0J;0H;1H;19;17;22;0I;0H;0I;63;24;19;17;53;45;43;74;18;17;18;219;76;50;48;84;76;74;105;49;48;49;250;107;W01;W02,W06,W07,W09;W03;W04;W05;;W08,W10;W02,W06,W07,W09;W08,W10;;;;;;
459;1Q0M131I140M0H0H0I0H0I4E3A3R463S3A35363735360--0M131I140M220I0H0I63240;5FUG500101;93;0M131I140M220I0H0I63240;23;11;0;6;5;5;F;U;G;5;0;0;1;0;1;53;70;85;71;53;48;48;49;48;49;22;39;54;40;22;17;17;18;17;18;0M;13;1I;14;0M;22;0I;0H;0I;63;24;22;39;54;40;22;74;18;17;18;219;76;53;70;85;71;53;105;49;48;49;250;107;W01,W05;W02;W03;W04;W01,W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
460;1Q0Q120H1K140H0H0I0H0I4E3E3Q35483S35363735360--0Q120H1K14220I0H0I63240;9E0WG00101;93;0Q120H1K14220I0H0I63240;23;11;0;3;2;9;E;0;W;G;0;0;1;0;1;57;69;48;87;71;48;48;49;48;49;26;38;17;56;40;17;17;18;17;18;0Q;12;0H;1K;14;22;0I;0H;0I;63;24;26;38;17;56;40;74;18;17;18;219;76;57;69;48;87;71;105;49;48;49;250;107;W01;W02;W03,W06,W07,W09;W04;W05;;W08,W10;W03,W06,W07,W09;W08,W10;;;;;;
461;1R0I1C0I1F170H0H0I0H0I4G374137443W36373836370--0I1C0I1F17230I0I0H63250;1O1RJ00101;94;0I1C0I1F17230I0I0H63250;23;11;0;6;5;1;O;1;R;J;0;0;1;0;1;49;79;49;82;74;48;48;49;48;49;18;48;18;51;43;17;17;18;17;18;0I;1C;0I;1F;17;23;0I;0I;0H;63;25;18;48;18;51;43;75;18;18;17;219;77;49;79;49;82;74;106;49;49;48;250;108;W01,W03,W08,W10;W02;W01,W03,W08,W10;W04;W05;;W01,W03,W08,W10;W01,W03,W08,W10;W06,W07,W09;;;;;;
462;1R150M0K1G170H0H0I0H0I4G3U3B39453W36373836370--150M0K1G17230I0I0H63250;H53SJ00101;94;150M0K1G17230I0I0H63250;23;11;0;6;5;H;5;3;S;J;0;0;1;0;1;72;53;51;83;74;48;48;49;48;49;41;22;20;52;43;17;17;18;17;18;15;0M;0K;1G;17;23;0I;0I;0H;63;25;41;22;20;52;43;75;18;18;17;219;77;72;53;51;83;74;106;49;49;48;250;108;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
463;1T0L121215160H0H0I0H0I4K3C3T3U3W3X38393A38390--0L12121516250I0I0H63270;4EEHI00101;96;0L12121516250I0I0H63270;23;11;0;6;5;4;E;E;H;I;0;0;1;0;1;52;69;69;72;73;48;48;49;48;49;21;38;38;41;42;17;17;18;17;18;0L;12;12;15;16;25;0I;0I;0H;63;27;21;38;38;41;42;77;18;18;17;219;79;52;69;69;72;73;108;49;49;48;250;110;W01;W02,W03;W02,W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
464;1V0K100Y1D170H0H0I0H0I4O3D3T3R46403A3B3C3A3B0--0K100Y1D17270I0I0H63290;3CAPJ00101;98;0K100Y1D17270I0I0H63290;23;11;0;6;5;3;C;A;P;J;0;0;1;0;1;51;67;65;80;74;48;48;49;48;49;20;36;34;49;43;17;17;18;17;18;0K;10;0Y;1D;17;27;0I;0I;0H;63;29;20;36;34;49;43;79;18;18;17;219;81;51;67;65;80;74;110;49;49;48;250;112;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
465;1V0P0O141E170H0H0I0H0I4O3I3H3X47403A3B3C3A3B0--0P0O141E17270I0I0H63290;87GQJ00101;98;0P0O141E17270I0I0H63290;23;11;0;6;5;8;7;G;Q;J;0;0;1;0;1;56;55;71;81;74;48;48;49;48;49;25;24;40;50;43;17;17;18;17;18;0P;0O;14;1E;17;27;0I;0I;0H;63;29;25;24;40;50;43;79;18;18;17;219;81;56;55;71;81;74;110;49;49;48;250;112;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
466;1V0P100Q1G170H0H0I0H0I4O3I3T3J49403A3B3C3A3B0--0P100Q1G17270I0I0H63290;8C9SJ00101;98;0P100Q1G17270I0I0H63290;23;11;0;6;5;8;C;9;S;J;0;0;1;0;1;56;67;57;83;74;48;48;49;48;49;25;36;26;52;43;17;17;18;17;18;0P;10;0Q;1G;17;27;0I;0I;0H;63;29;25;36;26;52;43;79;18;18;17;219;81;56;67;57;83;74;110;49;49;48;250;112;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
467;1W0I121C1L0M0H0H0I0H0I4Q3C3W464F3G3B3C3D3B3C0--0I121C1L0M280I0H0I632A0;1EOX500101;99;0I121C1L0M280I0H0I632A0;23;11;0;6;5;1;E;O;X;5;0;0;1;0;1;49;69;79;88;53;48;48;49;48;49;18;38;48;57;22;17;17;18;17;18;0I;12;1C;1L;0M;28;0I;0H;0I;63;2A;18;38;48;57;22;80;18;17;18;219;82;49;69;79;88;53;111;49;48;49;250;113;W01,W08,W10;W02;W03;W04;W05;;W01,W08,W10;W06,W07,W09;W01,W08,W10;;;;;;
468;1W0J0K1L18170H0H0I0H0I4Q3D3E4F42413B3C3D3B3C0--0J0K1L1817280I0H0I632A0;23XKJ00101;99;0J0K1L1817280I0H0I632A0;23;11;0;6;5;2;3;X;K;J;0;0;1;0;1;50;51;88;75;74;48;48;49;48;49;19;20;57;44;43;17;17;18;17;18;0J;0K;1L;18;17;28;0I;0H;0I;63;2A;19;20;57;44;43;80;18;17;18;219;82;50;51;88;75;74;111;49;48;49;250;113;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
469;1W0P110Q1G170H0H0I0H0I4Q3J3V3K4A413B3C3D3B3C0--0P110Q1G17280I0H0I632A0;8D9SJ00101;99;0P110Q1G17280I0H0I632A0;23;11;0;6;5;8;D;9;S;J;0;0;1;0;1;56;68;57;83;74;48;48;49;48;49;25;37;26;52;43;17;17;18;17;18;0P;11;0Q;1G;17;28;0I;0H;0I;63;2A;25;37;26;52;43;80;18;17;18;219;82;56;68;57;83;74;111;49;48;49;250;113;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
470;1W0Q0O141E170H0H0I0H0I4Q3K3I3Y48413B3C3D3B3C0--0Q0O141E17280I0H0I632A0;97GQJ00101;99;0Q0O141E17280I0H0I632A0;23;11;0;6;5;9;7;G;Q;J;0;0;1;0;1;57;55;71;81;74;48;48;49;48;49;26;24;40;50;43;17;17;18;17;18;0Q;0O;14;1E;17;28;0I;0H;0I;63;2A;26;24;40;50;43;80;18;17;18;219;82;57;55;71;81;74;111;49;48;49;250;113;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
471;1W110Z0M1A170H0H0I0H0I4Q3V3T3G44413B3C3D3B3C0--110Z0M1A17280I0H0I632A0;DB5MJ00101;99;110Z0M1A17280I0H0I632A0;23;11;0;6;5;D;B;5;M;J;0;0;1;0;1;68;66;53;77;74;48;48;49;48;49;37;35;22;46;43;17;17;18;17;18;11;0Z;0M;1A;17;28;0I;0H;0I;63;2A;37;35;22;46;43;80;18;17;18;219;82;68;66;53;77;74;111;49;48;49;250;113;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
472;1Y0K121C1L0M0H0H0I0H0I4U3G3Y484H3I3D3E3F3D3E0--0K121C1L0M2A0I0H0I632C0;3EOX500101;101;0K121C1L0M2A0I0H0I632C0;23;11;0;6;5;3;E;O;X;5;0;0;1;0;1;51;69;79;88;53;48;48;49;48;49;20;38;48;57;22;17;17;18;17;18;0K;12;1C;1L;0M;2A;0I;0H;0I;63;2C;20;38;48;57;22;82;18;17;18;219;84;51;69;79;88;53;113;49;48;49;250;115;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
473;1Y0Y120H1K140H0H0I0H0I4U3U3Y3D4G403D3E3F3D3E0--0Y120H1K142A0I0H0I632C0;AE0WG00101;101;0Y120H1K142A0I0H0I632C0;23;11;0;3;2;A;E;0;W;G;0;0;1;0;1;65;69;48;87;71;48;48;49;48;49;34;38;17;56;40;17;17;18;17;18;0Y;12;0H;1K;14;2A;0I;0H;0I;63;2C;34;38;17;56;40;82;18;17;18;219;84;65;69;48;87;71;113;49;48;49;250;115;W01;W02;W03,W06,W07,W09;W04;W05;;W08,W10;W03,W06,W07,W09;W08,W10;;;;;;
474;1Z0K121D1L0M0H0H0I0H0I4W3H3Z4A4I3J3E3F3G3E3F0--0K121D1L0M2B0I0I0H632D0;3EPX500101;102;0K121D1L0M2B0I0I0H632D0;23;11;0;6;5;3;E;P;X;5;0;0;1;0;1;51;69;80;88;53;48;48;49;48;49;20;38;49;57;22;17;17;18;17;18;0K;12;1D;1L;0M;2B;0I;0I;0H;63;2D;20;38;49;57;22;83;18;18;17;219;85;51;69;80;88;53;114;49;49;48;250;116;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
475;200L0L1E1G170H0H0I0H0I4Y3J3K4C4E453F3G3H3F3G0--0L0L1E1G172C0I0H0I632E0;44QSJ00101;103;0L0L1E1G172C0I0H0I632E0;23;11;0;6;5;4;4;Q;S;J;0;0;1;0;1;52;52;81;83;74;48;48;49;48;49;21;21;50;52;43;17;17;18;17;18;0L;0L;1E;1G;17;2C;0I;0H;0I;63;2E;21;21;50;52;43;84;18;17;18;219;86;52;52;81;83;74;115;49;48;49;250;117;W01,W02;W01,W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
476;200M12121E130H0H0I0H0I4Y3K40414C413F3G3H3F3G0--0M12121E132C0I0H0I632E0;5EEQF00101;103;0M12121E132C0I0H0I632E0;23;11;0;6;5;5;E;E;Q;F;0;0;1;0;1;53;69;69;81;70;48;48;49;48;49;22;38;38;50;39;17;17;18;17;18;0M;12;12;1E;13;2C;0I;0H;0I;63;2E;22;38;38;50;39;84;18;17;18;219;86;53;69;69;81;70;115;49;48;49;250;117;W01;W02,W03;W02,W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
477;2011110K1E170H0H0I0H0I4Y3Z403I4C453F3G3H3F3G0--11110K1E172C0I0H0I632E0;DD3QJ00101;103;11110K1E172C0I0H0I632E0;23;11;0;6;5;D;D;3;Q;J;0;0;1;0;1;68;68;51;81;74;48;48;49;48;49;37;37;20;50;43;17;17;18;17;18;11;11;0K;1E;17;2C;0I;0H;0I;63;2E;37;37;20;50;43;84;18;17;18;219;86;68;68;51;81;74;115;49;48;49;250;117;W01,W02;W01,W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
478;210M121D1L0M0H0H0I0H0I503L414C4K3L3G3H3I3G3H0--0M121D1L0M2D0I0I0H632F0;5EPX500101;104;0M121D1L0M2D0I0I0H632F0;23;11;0;6;5;5;E;P;X;5;0;0;1;0;1;53;69;80;88;53;48;48;49;48;49;22;38;49;57;22;17;17;18;17;18;0M;12;1D;1L;0M;2D;0I;0I;0H;63;2F;22;38;49;57;22;85;18;18;17;219;87;53;69;80;88;53;116;49;49;48;250;118;W01,W05;W02;W03;W04;W01,W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
479;210Q0M181H170H0H0I0H0I503P3L474G463G3H3I3G3H0--0Q0M181H172D0I0I0H632F0;95KTJ00101;104;0Q0M181H172D0I0I0H632F0;23;11;0;6;5;9;5;K;T;J;0;0;1;0;1;57;53;75;84;74;48;48;49;48;49;26;22;44;53;43;17;17;18;17;18;0Q;0M;18;1H;17;2D;0I;0I;0H;63;2F;26;22;44;53;43;85;18;18;17;219;87;57;53;75;84;74;116;49;49;48;250;118;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
480;2110120P1H100H0H0I0H0I503Z413O4G3Z3G3H3I3G3H0--10120P1H102D0I0I0H632F0;CE8TC00101;104;10120P1H102D0I0I0H632F0;23;11;0;6;5;C;E;8;T;C;0;0;1;0;1;67;69;56;84;67;48;48;49;48;49;36;38;25;53;36;17;17;18;17;18;10;12;0P;1H;10;2D;0I;0I;0H;63;2F;36;38;25;53;36;85;18;18;17;219;87;67;69;56;84;67;116;49;49;48;250;118;W01,W05;W02;W03;W04;W01,W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
481;220N121D1L0M0H0H0I0H0I523N424D4L3M3H3I3J3H3I0--0N121D1L0M2E0I0H0I632G0;6EPX500101;105;0N121D1L0M2E0I0H0I632G0;23;11;0;6;5;6;E;P;X;5;0;0;1;0;1;54;69;80;88;53;48;48;49;48;49;23;38;49;57;22;17;17;18;17;18;0N;12;1D;1L;0M;2E;0I;0H;0I;63;2G;23;38;49;57;22;86;18;17;18;219;88;54;69;80;88;53;117;49;48;49;250;119;W01;W02;W03;W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
482;221G0M0K1G170H0H0I0H0I524G3M3K4G473H3I3J3H3I0--1G0M0K1G172E0I0H0I632G0;S53SJ00101;105;1G0M0K1G172E0I0H0I632G0;23;11;0;6;5;S;5;3;S;J;0;0;1;0;1;83;53;51;83;74;48;48;49;48;49;52;22;20;52;43;17;17;18;17;18;1G;0M;0K;1G;17;2E;0I;0H;0I;63;2G;52;22;20;52;43;86;18;17;18;219;88;83;53;51;83;74;117;49;48;49;250;119;W01,W04;W02;W03;W01,W04;W05;;W08,W10;W06,W07,W09;W08,W10;;;;;;
483;230J121N1E0O0H0H0I0H0I543K434O4F3P3I3J3K3I3J0--0J121N1E0O2F0I0I0H632H0;2EZQ700101;106;0J121N1E0O2F0I0I0H632H0;23;11;0;6;5;2;E;Z;Q;7;0;0;1;0;1;50;69;90;81;55;48;48;49;48;49;19;38;59;50;24;17;17;18;17;18;0J;12;1N;1E;0O;2F;0I;0I;0H;63;2H;19;38;59;50;24;87;18;18;17;219;89;50;69;90;81;55;118;49;49;48;250;120;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
484;230O121D1L0M0H0H0I0H0I543P434E4M3N3I3J3K3I3J0--0O121D1L0M2F0I0I0H632H0;7EPX500101;106;0O121D1L0M2F0I0I0H632H0;23;11;0;6;5;7;E;P;X;5;0;0;1;0;1;55;69;80;88;53;48;48;49;48;49;24;38;49;57;22;17;17;18;17;18;0O;12;1D;1L;0M;2F;0I;0I;0H;63;2H;24;38;49;57;22;87;18;18;17;219;89;55;69;80;88;53;118;49;49;48;250;120;W01;W02;W03;W04;W05;;W08,W10;W08,W10;W06,W07,W09;;;;;;
