SourceRow;WorkerID;Prefix_ASC;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A01_B36;A02_B36;A03_B36;A04_B36;A05_B36;A06_B36;A07_B36;A08_B36;A09_B36;A10_B36;A11_B36;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C01_B36;C02_B36;C03_B36;C04_B36;C05_B36;C06_B36;C07_B36;C08_B36;C09_B36;C10_B36;C11_B36;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;K01_ASC;K02_ASC;K03_ASC;K04_ASC;K05_ASC;K06_ASC;K07_ASC;K08_ASC;K09_ASC;K10_ASC;K11_ASC;PREV01_ASC;PREV02_ASC;PREV03_ASC;PREV04_ASC;PREV05_ASC;PREV06_ASC;PREV07_ASC;PREV08_ASC;PREV09_ASC;PREV10_ASC;PREV11_ASC;CUM01;CUM02;CUM03;CUM04;CUM05;CUM06;CUM07;CUM08;CUM09;CUM10;CUM11
448;1ECID00101;87;1;E;C;I;D;0;0;1;0;1;1;14;12;18;13;0;0;1;0;1;49;69;67;73;68;48;48;49;48;49;42;30;3K;3I;3O;3J;2Z;30;31;2Z;30;146;108;128;126;132;127;107;108;109;107;108;42;30;3K;3I;3O;3J;2Z;2Z;30;2Z;30;146;108;128;126;132;127;107;107;108;107;108;0;0;0;0;0;0;0;1;1;0;0;87;49;69;67;73;68;48;48;49;48;49;;87;49;69;67;73;68;48;48;49;48;87;136;205;272;345;413;461;509;558;606;655
449;1ETG500101;87;1;E;T;G;5;0;0;1;0;1;1;14;29;16;5;0;0;1;0;1;49;69;84;71;53;48;48;49;48;49;42;30;3K;3Z;3M;34;2Z;30;31;2Z;30;146;108;128;143;130;112;107;108;109;107;108;42;30;3K;3Z;3M;34;2Z;2Z;30;2Z;30;146;108;128;143;130;112;107;107;108;107;108;0;0;0;0;0;0;0;1;1;0;0;87;49;69;84;71;53;48;48;49;48;49;;87;49;69;84;71;53;48;48;49;48;87;136;205;289;360;413;461;509;558;606;655
450;4EFBE00101;87;4;E;F;B;E;0;0;1;0;1;4;14;15;11;14;0;0;1;0;1;52;69;70;66;69;48;48;49;48;49;42;33;3K;3L;3H;3K;2Z;30;31;2Z;30;146;111;128;129;125;128;107;108;109;107;108;42;33;3K;3L;3H;3K;2Z;2Z;30;2Z;30;146;111;128;129;125;128;107;107;108;107;108;0;0;0;0;0;0;0;1;1;0;0;87;52;69;70;66;69;48;48;49;48;49;;87;52;69;70;66;69;48;48;49;48;87;139;208;278;344;413;461;509;558;606;655
451;0FUG500101;88;0;F;U;G;5;0;0;1;0;1;0;15;30;16;5;0;0;1;0;1;48;70;85;71;53;48;48;49;48;49;44;30;3M;41;3N;35;30;31;32;30;31;148;108;130;145;131;113;108;109;110;108;109;44;30;3M;41;3N;35;30;30;31;30;31;148;108;130;145;131;113;108;108;109;108;109;0;0;0;0;0;0;0;1;1;0;0;88;48;70;85;71;53;48;48;49;48;49;;88;48;70;85;71;53;48;48;49;48;88;136;206;291;362;415;463;511;560;608;657
452;2EY0G00101;88;2;E;Y;0;G;0;0;1;0;1;2;14;34;0;16;0;0;1;0;1;50;69;89;48;71;48;48;49;48;49;44;32;3L;45;30;3N;30;31;32;30;31;148;110;129;149;108;131;108;109;110;108;109;44;32;3L;45;30;3N;30;30;31;30;31;148;110;129;149;108;131;108;108;109;108;109;0;0;0;0;0;0;0;1;1;0;0;88;50;69;89;48;71;48;48;49;48;49;;88;50;69;89;48;71;48;48;49;48;88;138;207;296;344;415;463;511;560;608;657
453;B53SJ00101;88;B;5;3;S;J;0;0;1;0;1;11;5;3;28;19;0;0;1;0;1;66;53;51;83;74;48;48;49;48;49;44;3I;35;33;3Z;3Q;30;31;32;30;31;148;126;113;111;143;134;108;109;110;108;109;44;3I;35;33;3Z;3Q;30;30;31;30;31;148;126;113;111;143;134;108;108;109;108;109;0;0;0;0;0;0;0;1;1;0;0;88;66;53;51;83;74;48;48;49;48;49;;88;66;53;51;83;74;48;48;49;48;88;154;207;258;341;415;463;511;560;608;657
454;07ERJ00101;89;0;7;E;R;J;0;0;1;0;1;0;7;14;27;19;0;0;1;0;1;48;55;69;82;74;48;48;49;48;49;46;31;38;3M;3Z;3R;31;32;33;31;32;150;109;116;130;143;135;109;110;111;109;110;46;31;38;3M;3Z;3R;31;31;32;31;32;150;109;116;130;143;135;109;109;110;109;110;0;0;0;0;0;0;0;1;1;0;0;89;48;55;69;82;74;48;48;49;48;49;;89;48;55;69;82;74;48;48;49;48;89;137;192;261;343;417;465;513;562;610;659
455;1EKAF00101;89;1;E;K;A;F;0;0;1;0;1;1;14;20;10;15;0;0;1;0;1;49;69;75;65;70;48;48;49;48;49;46;32;3M;3S;3I;3N;31;32;33;31;32;150;110;130;136;126;131;109;110;111;109;110;46;32;3M;3S;3I;3N;31;31;32;31;32;150;110;130;136;126;131;109;109;110;109;110;0;0;0;0;0;0;0;1;1;0;0;89;49;69;75;65;70;48;48;49;48;49;;89;49;69;75;65;70;48;48;49;48;89;138;207;282;347;417;465;513;562;610;659
456;1J3PJ00101;89;1;J;3;P;J;0;0;1;0;1;1;19;3;25;19;0;0;1;0;1;49;74;51;80;74;48;48;49;48;49;46;32;3R;34;3X;3R;31;32;33;31;32;150;110;135;112;141;135;109;110;111;109;110;46;32;3R;34;3X;3R;31;31;32;31;32;150;110;135;112;141;135;109;109;110;109;110;0;0;0;0;0;0;0;1;1;0;0;89;49;74;51;80;74;48;48;49;48;49;;89;49;74;51;80;74;48;48;49;48;89;138;212;263;343;417;465;513;562;610;659
457;3ECID00101;89;3;E;C;I;D;0;0;1;0;1;3;14;12;18;13;0;0;1;0;1;51;69;67;73;68;48;48;49;48;49;46;34;3M;3K;3Q;3L;31;32;33;31;32;150;112;130;128;134;129;109;110;111;109;110;46;34;3M;3K;3Q;3L;31;31;32;31;32;150;112;130;128;134;129;109;109;110;109;110;0;0;0;0;0;0;0;1;1;0;0;89;51;69;67;73;68;48;48;49;48;49;;89;51;69;67;73;68;48;48;49;48;89;140;209;276;349;417;465;513;562;610;659
458;BE9U300101;89;B;E;9;U;3;0;0;1;0;1;11;14;9;30;3;0;0;1;0;1;66;69;57;85;51;48;48;49;48;49;46;3J;3M;3A;42;34;31;32;33;31;32;150;127;130;118;146;112;109;110;111;109;110;46;3J;3M;3A;42;34;31;31;32;31;32;150;127;130;118;146;112;109;109;110;109;110;0;0;0;0;0;0;0;1;1;0;0;89;66;69;57;85;51;48;48;49;48;49;;89;66;69;57;85;51;48;48;49;48;89;155;224;281;366;417;465;513;562;610;659
459;20SKJ00101;91;2;0;S;K;J;0;0;1;0;1;2;0;28;20;19;0;0;1;0;1;50;48;83;75;74;48;48;49;48;49;4A;35;33;42;3U;3T;33;34;35;33;34;154;113;111;146;138;137;111;112;113;111;112;4A;35;33;42;3U;3T;33;33;34;33;34;154;113;111;146;138;137;111;111;112;111;112;0;0;0;0;0;0;0;1;1;0;0;91;50;48;83;75;74;48;48;49;48;49;;91;50;48;83;75;74;48;48;49;48;91;141;189;272;347;421;469;517;566;614;663
460;0O1QJ00101;92;0;O;1;Q;J;0;0;1;0;1;0;24;1;26;19;0;0;1;0;1;48;79;49;81;74;48;48;49;48;49;4C;34;3Z;35;41;3U;34;35;36;34;35;156;112;143;113;145;138;112;113;114;112;113;4C;34;3Z;35;41;3U;34;34;35;34;35;156;112;143;113;145;138;112;112;113;112;113;0;0;0;0;0;0;0;1;1;0;0;92;48;79;49;81;74;48;48;49;48;49;;92;48;79;49;81;74;48;48;49;48;92;140;219;268;349;423;471;519;568;616;665
461;20TLJ00101;93;2;0;T;L;J;0;0;1;0;1;2;0;29;21;19;0;0;1;0;1;50;48;84;76;74;48;48;49;48;49;4E;37;35;45;3X;3V;35;36;37;35;36;158;115;113;149;141;139;113;114;115;113;114;4E;37;35;45;3X;3V;35;35;36;35;36;158;115;113;149;141;139;113;113;114;113;114;0;0;0;0;0;0;0;1;1;0;0;93;50;48;84;76;74;48;48;49;48;49;;93;50;48;84;76;74;48;48;49;48;93;143;191;275;351;425;473;521;570;618;667
462;5FUG500101;93;5;F;U;G;5;0;0;1;0;1;5;15;30;16;5;0;0;1;0;1;53;70;85;71;53;48;48;49;48;49;4E;3A;3R;46;3S;3A;35;36;37;35;36;158;118;135;150;136;118;113;114;115;113;114;4E;3A;3R;46;3S;3A;35;35;36;35;36;158;118;135;150;136;118;113;113;114;113;114;0;0;0;0;0;0;0;1;1;0;0;93;53;70;85;71;53;48;48;49;48;49;;93;53;70;85;71;53;48;48;49;48;93;146;216;301;372;425;473;521;570;618;667
463;9E0WG00101;93;9;E;0;W;G;0;0;1;0;1;9;14;0;32;16;0;0;1;0;1;57;69;48;87;71;48;48;49;48;49;4E;3E;3Q;35;48;3S;35;36;37;35;36;158;122;134;113;152;136;113;114;115;113;114;4E;3E;3Q;35;48;3S;35;35;36;35;36;158;122;134;113;152;136;113;113;114;113;114;0;0;0;0;0;0;0;1;1;0;0;93;57;69;48;87;71;48;48;49;48;49;;93;57;69;48;87;71;48;48;49;48;93;150;219;267;354;425;473;521;570;618;667
464;1O1RJ00101;94;1;O;1;R;J;0;0;1;0;1;1;24;1;27;19;0;0;1;0;1;49;79;49;82;74;48;48;49;48;49;4G;37;41;37;44;3W;36;37;38;36;37;160;115;145;115;148;140;114;115;116;114;115;4G;37;41;37;44;3W;36;36;37;36;37;160;115;145;115;148;140;114;114;115;114;115;0;0;0;0;0;0;0;1;1;0;0;94;49;79;49;82;74;48;48;49;48;49;;94;49;79;49;82;74;48;48;49;48;94;143;222;271;353;427;475;523;572;620;669
465;H53SJ00101;94;H;5;3;S;J;0;0;1;0;1;17;5;3;28;19;0;0;1;0;1;72;53;51;83;74;48;48;49;48;49;4G;3U;3B;39;45;3W;36;37;38;36;37;160;138;119;117;149;140;114;115;116;114;115;4G;3U;3B;39;45;3W;36;36;37;36;37;160;138;119;117;149;140;114;114;115;114;115;0;0;0;0;0;0;0;1;1;0;0;94;72;53;51;83;74;48;48;49;48;49;;94;72;53;51;83;74;48;48;49;48;94;166;219;270;353;427;475;523;572;620;669
466;4EEHI00101;96;4;E;E;H;I;0;0;1;0;1;4;14;14;17;18;0;0;1;0;1;52;69;69;72;73;48;48;49;48;49;4K;3C;3T;3U;3W;3X;38;39;3A;38;39;164;120;137;138;140;141;116;117;118;116;117;4K;3C;3T;3T;3W;3X;38;38;39;38;39;164;120;137;137;140;141;116;116;117;116;117;0;0;0;1;0;0;0;1;1;0;0;96;52;69;69;72;73;48;48;49;48;49;;96;52;69;69;72;73;48;48;49;48;96;148;217;286;358;431;479;527;576;624;673
467;3CAPJ00101;98;3;C;A;P;J;0;0;1;0;1;3;12;10;25;19;0;0;1;0;1;51;67;65;80;74;48;48;49;48;49;4O;3D;3T;3R;46;40;3A;3B;3C;3A;3B;168;121;137;135;150;144;118;119;120;118;119;4O;3D;3T;3R;46;40;3A;3A;3B;3A;3B;168;121;137;135;150;144;118;118;119;118;119;0;0;0;0;0;0;0;1;1;0;0;98;51;67;65;80;74;48;48;49;48;49;;98;51;67;65;80;74;48;48;49;48;98;149;216;281;361;435;483;531;580;628;677
468;87GQJ00101;98;8;7;G;Q;J;0;0;1;0;1;8;7;16;26;19;0;0;1;0;1;56;55;71;81;74;48;48;49;48;49;4O;3I;3H;3X;47;40;3A;3B;3C;3A;3B;168;126;125;141;151;144;118;119;120;118;119;4O;3I;3H;3X;47;40;3A;3A;3B;3A;3B;168;126;125;141;151;144;118;118;119;118;119;0;0;0;0;0;0;0;1;1;0;0;98;56;55;71;81;74;48;48;49;48;49;;98;56;55;71;81;74;48;48;49;48;98;154;209;280;361;435;483;531;580;628;677
469;8C9SJ00101;98;8;C;9;S;J;0;0;1;0;1;8;12;9;28;19;0;0;1;0;1;56;67;57;83;74;48;48;49;48;49;4O;3I;3T;3J;49;40;3A;3B;3C;3A;3B;168;126;137;127;153;144;118;119;120;118;119;4O;3I;3T;3J;49;40;3A;3A;3B;3A;3B;168;126;137;127;153;144;118;118;119;118;119;0;0;0;0;0;0;0;1;1;0;0;98;56;67;57;83;74;48;48;49;48;49;;98;56;67;57;83;74;48;48;49;48;98;154;221;278;361;435;483;531;580;628;677
470;1EOX500101;99;1;E;O;X;5;0;0;1;0;1;1;14;24;33;5;0;0;1;0;1;49;69;79;88;53;48;48;49;48;49;4Q;3C;3W;46;4F;3G;3B;3C;3D;3B;3C;170;120;140;150;159;124;119;120;121;119;120;4Q;3C;3W;46;4F;3G;3B;3B;3C;3B;3C;170;120;140;150;159;124;119;119;120;119;120;0;0;0;0;0;0;0;1;1;0;0;99;49;69;79;88;53;48;48;49;48;49;;99;49;69;79;88;53;48;48;49;48;99;148;217;296;384;437;485;533;582;630;679
471;23XKJ00101;99;2;3;X;K;J;0;0;1;0;1;2;3;33;20;19;0;0;1;0;1;50;51;88;75;74;48;48;49;48;49;4Q;3D;3E;4F;42;41;3B;3C;3D;3B;3C;170;121;122;159;146;145;119;120;121;119;120;4Q;3D;3E;4F;42;41;3B;3B;3C;3B;3C;170;121;122;159;146;145;119;119;120;119;120;0;0;0;0;0;0;0;1;1;0;0;99;50;51;88;75;74;48;48;49;48;49;;99;50;51;88;75;74;48;48;49;48;99;149;200;288;363;437;485;533;582;630;679
472;8D9SJ00101;99;8;D;9;S;J;0;0;1;0;1;8;13;9;28;19;0;0;1;0;1;56;68;57;83;74;48;48;49;48;49;4Q;3J;3V;3K;4A;41;3B;3C;3D;3B;3C;170;127;139;128;154;145;119;120;121;119;120;4Q;3J;3V;3K;4A;41;3B;3B;3C;3B;3C;170;127;139;128;154;145;119;119;120;119;120;0;0;0;0;0;0;0;1;1;0;0;99;56;68;57;83;74;48;48;49;48;49;;99;56;68;57;83;74;48;48;49;48;99;155;223;280;363;437;485;533;582;630;679
473;97GQJ00101;99;9;7;G;Q;J;0;0;1;0;1;9;7;16;26;19;0;0;1;0;1;57;55;71;81;74;48;48;49;48;49;4Q;3K;3I;3Y;48;41;3B;3C;3D;3B;3C;170;128;126;142;152;145;119;120;121;119;120;4Q;3K;3I;3Y;48;41;3B;3B;3C;3B;3C;170;128;126;142;152;145;119;119;120;119;120;0;0;0;0;0;0;0;1;1;0;0;99;57;55;71;81;74;48;48;49;48;49;;99;57;55;71;81;74;48;48;49;48;99;156;211;282;363;437;485;533;582;630;679
474;DB5MJ00101;99;D;B;5;M;J;0;0;1;0;1;13;11;5;22;19;0;0;1;0;1;68;66;53;77;74;48;48;49;48;49;4Q;3V;3T;3G;44;41;3B;3C;3D;3B;3C;170;139;137;124;148;145;119;120;121;119;120;4Q;3V;3T;3G;44;41;3B;3B;3C;3B;3C;170;139;137;124;148;145;119;119;120;119;120;0;0;0;0;0;0;0;1;1;0;0;99;68;66;53;77;74;48;48;49;48;49;;99;68;66;53;77;74;48;48;49;48;99;167;233;286;363;437;485;533;582;630;679
475;3EOX500101;101;3;E;O;X;5;0;0;1;0;1;3;14;24;33;5;0;0;1;0;1;51;69;79;88;53;48;48;49;48;49;4U;3G;3Y;48;4H;3I;3D;3E;3F;3D;3E;174;124;142;152;161;126;121;122;123;121;122;4U;3G;3Y;48;4H;3I;3D;3D;3E;3D;3E;174;124;142;152;161;126;121;121;122;121;122;0;0;0;0;0;0;0;1;1;0;0;101;51;69;79;88;53;48;48;49;48;49;;101;51;69;79;88;53;48;48;49;48;101;152;221;300;388;441;489;537;586;634;683
476;AE0WG00101;101;A;E;0;W;G;0;0;1;0;1;10;14;0;32;16;0;0;1;0;1;65;69;48;87;71;48;48;49;48;49;4U;3U;3Y;3D;4G;40;3D;3E;3F;3D;3E;174;138;142;121;160;144;121;122;123;121;122;4U;3U;3Y;3D;4G;40;3D;3D;3E;3D;3E;174;138;142;121;160;144;121;121;122;121;122;0;0;0;0;0;0;0;1;1;0;0;101;65;69;48;87;71;48;48;49;48;49;;101;65;69;48;87;71;48;48;49;48;101;166;235;283;370;441;489;537;586;634;683
477;3EPX500101;102;3;E;P;X;5;0;0;1;0;1;3;14;25;33;5;0;0;1;0;1;51;69;80;88;53;48;48;49;48;49;4W;3H;3Z;4A;4I;3J;3E;3F;3G;3E;3F;176;125;143;154;162;127;122;123;124;122;123;4W;3H;3Z;4A;4I;3J;3E;3E;3F;3E;3F;176;125;143;154;162;127;122;122;123;122;123;0;0;0;0;0;0;0;1;1;0;0;102;51;69;80;88;53;48;48;49;48;49;;102;51;69;80;88;53;48;48;49;48;102;153;222;302;390;443;491;539;588;636;685
478;44QSJ00101;103;4;4;Q;S;J;0;0;1;0;1;4;4;26;28;19;0;0;1;0;1;52;52;81;83;74;48;48;49;48;49;4Y;3J;3K;4C;4E;45;3F;3G;3H;3F;3G;178;127;128;156;158;149;123;124;125;123;124;4Y;3J;3J;4C;4E;45;3F;3F;3G;3F;3G;178;127;127;156;158;149;123;123;124;123;124;0;0;1;0;0;0;0;1;1;0;0;103;52;52;81;83;74;48;48;49;48;49;;103;52;52;81;83;74;48;48;49;48;103;155;207;288;371;445;493;541;590;638;687
479;5EEQF00101;103;5;E;E;Q;F;0;0;1;0;1;5;14;14;26;15;0;0;1;0;1;53;69;69;81;70;48;48;49;48;49;4Y;3K;40;41;4C;41;3F;3G;3H;3F;3G;178;128;144;145;156;145;123;124;125;123;124;4Y;3K;40;40;4C;41;3F;3F;3G;3F;3G;178;128;144;144;156;145;123;123;124;123;124;0;0;0;1;0;0;0;1;1;0;0;103;53;69;69;81;70;48;48;49;48;49;;103;53;69;69;81;70;48;48;49;48;103;156;225;294;375;445;493;541;590;638;687
480;DD3QJ00101;103;D;D;3;Q;J;0;0;1;0;1;13;13;3;26;19;0;0;1;0;1;68;68;51;81;74;48;48;49;48;49;4Y;3Z;40;3I;4C;45;3F;3G;3H;3F;3G;178;143;144;126;156;149;123;124;125;123;124;4Y;3Z;3Z;3I;4C;45;3F;3F;3G;3F;3G;178;143;143;126;156;149;123;123;124;123;124;0;0;1;0;0;0;0;1;1;0;0;103;68;68;51;81;74;48;48;49;48;49;;103;68;68;51;81;74;48;48;49;48;103;171;239;290;371;445;493;541;590;638;687
482;5EPX500101;104;5;E;P;X;5;0;0;1;0;1;5;14;25;33;5;0;0;1;0;1;53;69;80;88;53;48;48;49;48;49;50;3L;41;4C;4K;3L;3G;3H;3I;3G;3H;180;129;145;156;164;129;124;125;126;124;125;50;3L;41;4C;4K;3L;3G;3G;3H;3G;3H;180;129;145;156;164;129;124;124;125;124;125;0;0;0;0;0;0;0;1;1;0;0;104;53;69;80;88;53;48;48;49;48;49;;104;53;69;80;88;53;48;48;49;48;104;157;226;306;394;447;495;543;592;640;689
483;95KTJ00101;104;9;5;K;T;J;0;0;1;0;1;9;5;20;29;19;0;0;1;0;1;57;53;75;84;74;48;48;49;48;49;50;3P;3L;47;4G;46;3G;3H;3I;3G;3H;180;133;129;151;160;150;124;125;126;124;125;50;3P;3L;47;4G;46;3G;3G;3H;3G;3H;180;133;129;151;160;150;124;124;125;124;125;0;0;0;0;0;0;0;1;1;0;0;104;57;53;75;84;74;48;48;49;48;49;;104;57;53;75;84;74;48;48;49;48;104;161;214;289;373;447;495;543;592;640;689
484;CE8TC00101;104;C;E;8;T;C;0;0;1;0;1;12;14;8;29;12;0;0;1;0;1;67;69;56;84;67;48;48;49;48;49;50;3Z;41;3O;4G;3Z;3G;3H;3I;3G;3H;180;143;145;132;160;143;124;125;126;124;125;50;3Z;41;3O;4G;3Z;3G;3G;3H;3G;3H;180;143;145;132;160;143;124;124;125;124;125;0;0;0;0;0;0;0;1;1;0;0;104;67;69;56;84;67;48;48;49;48;49;;104;67;69;56;84;67;48;48;49;48;104;171;240;296;380;447;495;543;592;640;689
485;6EPX500101;105;6;E;P;X;5;0;0;1;0;1;6;14;25;33;5;0;0;1;0;1;54;69;80;88;53;48;48;49;48;49;52;3N;42;4D;4L;3M;3H;3I;3J;3H;3I;182;131;146;157;165;130;125;126;127;125;126;52;3N;42;4D;4L;3M;3H;3H;3I;3H;3I;182;131;146;157;165;130;125;125;126;125;126;0;0;0;0;0;0;0;1;1;0;0;105;54;69;80;88;53;48;48;49;48;49;;105;54;69;80;88;53;48;48;49;48;105;159;228;308;396;449;497;545;594;642;691
486;S53SJ00101;105;S;5;3;S;J;0;0;1;0;1;28;5;3;28;19;0;0;1;0;1;83;53;51;83;74;48;48;49;48;49;52;4G;3M;3K;4G;47;3H;3I;3J;3H;3I;182;160;130;128;160;151;125;126;127;125;126;52;4G;3M;3K;4G;47;3H;3H;3I;3H;3I;182;160;130;128;160;151;125;125;126;125;126;0;0;0;0;0;0;0;1;1;0;0;105;83;53;51;83;74;48;48;49;48;49;;105;83;53;51;83;74;48;48;49;48;105;188;241;292;375;449;497;545;594;642;691
487;2EZQ700101;106;2;E;Z;Q;7;0;0;1;0;1;2;14;35;26;7;0;0;1;0;1;50;69;90;81;55;48;48;49;48;49;54;3K;43;4O;4F;3P;3I;3J;3K;3I;3J;184;128;147;168;159;133;126;127;128;126;127;54;3K;43;4O;4F;3P;3I;3I;3J;3I;3J;184;128;147;168;159;133;126;126;127;126;127;0;0;0;0;0;0;0;1;1;0;0;106;50;69;90;81;55;48;48;49;48;49;;106;50;69;90;81;55;48;48;49;48;106;156;225;315;396;451;499;547;596;644;693
488;7EPX500101;106;7;E;P;X;5;0;0;1;0;1;7;14;25;33;5;0;0;1;0;1;55;69;80;88;53;48;48;49;48;49;54;3P;43;4E;4M;3N;3I;3J;3K;3I;3J;184;133;147;158;166;131;126;127;128;126;127;54;3P;43;4E;4M;3N;3I;3I;3J;3I;3J;184;133;147;158;166;131;126;126;127;126;127;0;0;0;0;0;0;0;1;1;0;0;106;55;69;80;88;53;48;48;49;48;49;;106;55;69;80;88;53;48;48;49;48;106;161;230;310;398;451;499;547;596;644;693
489;1PANJ00101;107;1;P;A;N;J;0;0;1;0;1;1;25;10;23;19;0;0;1;0;1;49;80;65;78;74;48;48;49;48;49;56;3K;4F;40;4D;49;3J;3K;3L;3J;3K;186;128;159;144;157;153;127;128;129;127;128;56;3K;4F;40;4D;49;3J;3J;3K;3J;3K;186;128;159;144;157;153;127;127;128;127;128;0;0;0;0;0;0;0;1;1;0;0;107;49;80;65;78;74;48;48;49;48;49;;107;49;80;65;78;74;48;48;49;48;107;156;236;301;379;453;501;549;598;646;695
490;A7GQJ00101;107;A;7;G;Q;J;0;0;1;0;1;10;7;16;26;19;0;0;1;0;1;65;55;71;81;74;48;48;49;48;49;56;40;3Q;46;4G;49;3J;3K;3L;3J;3K;186;144;134;150;160;153;127;128;129;127;128;56;40;3Q;46;4G;49;3J;3J;3K;3J;3K;186;144;134;150;160;153;127;127;128;127;128;0;0;0;0;0;0;0;1;1;0;0;107;65;55;71;81;74;48;48;49;48;49;;107;65;55;71;81;74;48;48;49;48;107;172;227;298;379;453;501;549;598;646;695
491;0LJKJ00101;108;0;L;J;K;J;0;0;1;0;1;0;21;19;20;19;0;0;1;0;1;48;76;74;75;74;48;48;49;48;49;58;3K;4C;4A;4B;4A;3K;3L;3M;3K;3L;188;128;156;154;155;154;128;129;130;128;129;58;3K;4C;4A;4B;4A;3K;3K;3L;3K;3L;188;128;156;154;155;154;128;128;129;128;129;0;0;0;0;0;0;0;1;1;0;0;108;48;76;74;75;74;48;48;49;48;49;;108;48;76;74;75;74;48;48;49;48;108;156;232;306;381;455;503;551;600;648;697
492;9EPX500101;108;9;E;P;X;5;0;0;1;0;1;9;14;25;33;5;0;0;1;0;1;57;69;80;88;53;48;48;49;48;49;58;3T;45;4G;4O;3P;3K;3L;3M;3K;3L;188;137;149;160;168;133;128;129;130;128;129;58;3T;45;4G;4O;3P;3K;3K;3L;3K;3L;188;137;149;160;168;133;128;128;129;128;129;0;0;0;0;0;0;0;1;1;0;0;108;57;69;80;88;53;48;48;49;48;49;;108;57;69;80;88;53;48;48;49;48;108;165;234;314;402;455;503;551;600;648;697
493;A0TLJ00101;108;A;0;T;L;J;0;0;1;0;1;10;0;29;21;19;0;0;1;0;1;65;48;84;76;74;48;48;49;48;49;58;41;3K;4K;4C;4A;3K;3L;3M;3K;3L;188;145;128;164;156;154;128;129;130;128;129;58;41;3K;4K;4C;4A;3K;3K;3L;3K;3L;188;145;128;164;156;154;128;128;129;128;129;0;0;0;0;0;0;0;1;1;0;0;108;65;48;84;76;74;48;48;49;48;49;;108;65;48;84;76;74;48;48;49;48;108;173;221;305;381;455;503;551;600;648;697
494;B7GQJ00101;108;B;7;G;Q;J;0;0;1;0;1;11;7;16;26;19;0;0;1;0;1;66;55;71;81;74;48;48;49;48;49;58;42;3R;47;4H;4A;3K;3L;3M;3K;3L;188;146;135;151;161;154;128;129;130;128;129;58;42;3R;47;4H;4A;3K;3K;3L;3K;3L;188;146;135;151;161;154;128;128;129;128;129;0;0;0;0;0;0;0;1;1;0;0;108;66;55;71;81;74;48;48;49;48;49;;108;66;55;71;81;74;48;48;49;48;108;174;229;300;381;455;503;551;600;648;697
495;5EZV200101;109;5;E;Z;V;2;0;0;1;0;1;5;14;35;31;2;0;0;1;0;1;53;69;90;86;50;48;48;49;48;49;5A;3Q;46;4R;4N;3N;3L;3M;3N;3L;3M;190;134;150;171;167;131;129;130;131;129;130;5A;3Q;46;4R;4N;3N;3L;3L;3M;3L;3M;190;134;150;171;167;131;129;129;130;129;130;0;0;0;0;0;0;0;1;1;0;0;109;53;69;90;86;50;48;48;49;48;49;;109;53;69;90;86;50;48;48;49;48;109;162;231;321;407;457;505;553;602;650;699
496;R46VJ00101;109;R;4;6;V;J;0;0;1;0;1;27;4;6;31;19;0;0;1;0;1;82;52;54;86;74;48;48;49;48;49;5A;4J;3P;3R;4N;4B;3L;3M;3N;3L;3M;190;163;133;135;167;155;129;130;131;129;130;5A;4J;3P;3R;4N;4B;3L;3L;3M;3L;3M;190;163;133;135;167;155;129;129;130;129;130;0;0;0;0;0;0;0;1;1;0;0;109;82;52;54;86;74;48;48;49;48;49;;109;82;52;54;86;74;48;48;49;48;109;191;243;297;383;457;505;553;602;650;699
497;4BQLJ00101;110;4;B;Q;L;J;0;0;1;0;1;4;11;26;21;19;0;0;1;0;1;52;66;81;76;74;48;48;49;48;49;5C;3Q;44;4J;4E;4C;3M;3N;3O;3M;3N;192;134;148;163;158;156;130;131;132;130;131;5C;3Q;44;4J;4E;4C;3M;3M;3N;3M;3N;192;134;148;163;158;156;130;130;131;130;131;0;0;0;0;0;0;0;1;1;0;0;110;52;66;81;76;74;48;48;49;48;49;;110;52;66;81;76;74;48;48;49;48;110;162;228;309;385;459;507;555;604;652;701
498;7LBNJ00101;110;7;L;B;N;J;0;0;1;0;1;7;21;11;23;19;0;0;1;0;1;55;76;66;78;74;48;48;49;48;49;5C;3T;4E;44;4G;4C;3M;3N;3O;3M;3N;192;137;158;148;160;156;130;131;132;130;131;5C;3T;4E;44;4G;4C;3M;3M;3N;3M;3N;192;137;158;148;160;156;130;130;131;130;131;0;0;0;0;0;0;0;1;1;0;0;110;55;76;66;78;74;48;48;49;48;49;;110;55;76;66;78;74;48;48;49;48;110;165;241;307;385;459;507;555;604;652;701
