SourceRow;WorkerID;Prefix_ASC;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;A01;A02;A03;A04;A05;A06;A07;A08;A09;A10;A11;A01_B36;A02_B36;A03_B36;A04_B36;A05_B36;A06_B36;A07_B36;A08_B36;A09_B36;A10_B36;A11_B36;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C01_B36;C02_B36;C03_B36;C04_B36;C05_B36;C06_B36;C07_B36;C08_B36;C09_B36;C10_B36;C11_B36;D01;D02;D03;D04;D05;D06;D07;D08;D09;D10;D11;K01_ASC;K02_ASC;K03_ASC;K04_ASC;K05_ASC;K06_ASC;K07_ASC;K08_ASC;K09_ASC;K10_ASC;K11_ASC;PREV01_ASC;PREV02_ASC;PREV03_ASC;PREV04_ASC;PREV05_ASC;PREV06_ASC;PREV07_ASC;PREV08_ASC;PREV09_ASC;PREV10_ASC;PREV11_ASC;CUM01;CUM02;CUM03;CUM04;CUM05;CUM06;CUM07;CUM08;CUM09;CUM10;CUM11
42;1K60000101;35;1;K;6;0;0;0;0;1;0;1;1;20;6;0;0;0;0;1;0;1;49;75;54;48;48;48;48;49;48;49;16;1K;2A;1P;1J;1K;1J;1K;1L;1J;1K;42;56;82;61;55;56;55;56;57;55;56;16;1K;2A;1P;1J;1J;1J;1J;1K;1J;1K;42;56;82;61;55;55;55;55;56;55;56;0;0;0;0;0;1;0;1;1;0;0;35;49;75;54;48;48;48;48;49;48;49;;35;49;75;54;48;48;48;48;49;48;35;84;159;213;261;309;357;405;454;502;551
43;1L50000101;35;1;L;5;0;0;0;0;1;0;1;1;21;5;0;0;0;0;1;0;1;49;76;53;48;48;48;48;49;48;49;16;1K;2B;1O;1J;1K;1J;1K;1L;1J;1K;42;56;83;60;55;56;55;56;57;55;56;16;1K;2B;1O;1J;1J;1J;1J;1K;1J;1K;42;56;83;60;55;55;55;55;56;55;56;0;0;0;0;0;1;0;1;1;0;0;35;49;76;53;48;48;48;48;49;48;49;;35;49;76;53;48;48;48;48;49;48;35;84;160;213;261;309;357;405;454;502;551
44;1M40000101;35;1;M;4;0;0;0;0;1;0;1;1;22;4;0;0;0;0;1;0;1;49;77;52;48;48;48;48;49;48;49;16;1K;2C;1N;1J;1K;1J;1K;1L;1J;1K;42;56;84;59;55;56;55;56;57;55;56;16;1K;2C;1N;1J;1J;1J;1J;1K;1J;1K;42;56;84;59;55;55;55;55;56;55;56;0;0;0;0;0;1;0;1;1;0;0;35;49;77;52;48;48;48;48;49;48;49;;35;49;77;52;48;48;48;48;49;48;35;84;161;213;261;309;357;405;454;502;551
45;3ZSLJ00101;35;3;Z;S;L;J;0;0;1;0;1;3;35;28;21;19;0;0;1;0;1;51;90;83;76;74;48;48;49;48;49;16;1M;2P;2I;2B;29;1J;1K;1L;1J;1K;42;58;97;90;83;81;55;56;57;55;56;16;1M;2P;2I;2B;29;1J;1J;1K;1J;1K;42;58;97;90;83;81;55;55;56;55;56;0;0;0;0;0;0;0;1;1;0;0;35;51;90;83;76;74;48;48;49;48;49;;35;51;90;83;76;74;48;48;49;48;35;86;176;259;335;409;457;505;554;602;651
46;5LSXJ00101;35;5;L;S;X;J;0;0;1;0;1;5;21;28;33;19;0;0;1;0;1;53;76;83;88;74;48;48;49;48;49;16;1O;2B;2I;2N;29;1J;1K;1L;1J;1K;42;60;83;90;95;81;55;56;57;55;56;16;1O;2B;2I;2N;29;1J;1J;1K;1J;1K;42;60;83;90;95;81;55;55;56;55;56;0;0;0;0;0;0;0;1;1;0;0;35;53;76;83;88;74;48;48;49;48;49;;35;53;76;83;88;74;48;48;49;48;35;88;164;247;335;409;457;505;554;602;651
47;S5QSJ00101;35;S;5;Q;S;J;0;0;1;0;1;28;5;26;28;19;0;0;1;0;1;83;53;81;83;74;48;48;49;48;49;16;2I;1O;2G;2I;29;1J;1K;1L;1J;1K;42;90;60;88;90;81;55;56;57;55;56;16;2I;1O;2G;2I;29;1J;1J;1K;1J;1K;42;90;60;88;90;81;55;55;56;55;56;0;0;0;0;0;0;0;1;1;0;0;35;83;53;81;83;74;48;48;49;48;49;;35;83;53;81;83;74;48;48;49;48;35;118;171;252;335;409;457;505;554;602;651
48;W6KTJ00101;35;W;6;K;T;J;0;0;1;0;1;32;6;20;29;19;0;0;1;0;1;87;54;75;84;74;48;48;49;48;49;16;2M;1P;2A;2J;29;1J;1K;1L;1J;1K;42;94;61;82;91;81;55;56;57;55;56;16;2M;1P;2A;2J;29;1J;1J;1K;1J;1K;42;94;61;82;91;81;55;55;56;55;56;0;0;0;0;0;0;0;1;1;0;0;35;87;54;75;84;74;48;48;49;48;49;;35;87;54;75;84;74;48;48;49;48;35;122;176;251;335;409;457;505;554;602;651
49;YBAPJ00101;35;Y;B;A;P;J;0;0;1;0;1;34;11;10;25;19;0;0;1;0;1;89;66;65;80;74;48;48;49;48;49;16;2O;21;20;2F;29;1J;1K;1L;1J;1K;42;96;73;72;87;81;55;56;57;55;56;16;2O;21;20;2F;29;1J;1J;1K;1J;1K;42;96;73;72;87;81;55;55;56;55;56;0;0;0;0;0;0;0;1;1;0;0;35;89;66;65;80;74;48;48;49;48;49;;35;89;66;65;80;74;48;48;49;48;35;124;190;255;335;409;457;505;554;602;651
50;1AA0000101;36;1;A;A;0;0;0;0;1;0;1;1;10;10;0;0;0;0;1;0;1;49;65;65;48;48;48;48;49;48;49;18;1L;21;22;1K;1L;1K;1L;1M;1K;1L;44;57;73;74;56;57;56;57;58;56;57;18;1L;21;21;1K;1K;1K;1K;1L;1K;1L;44;57;73;73;56;56;56;56;57;56;57;0;0;0;1;0;1;0;1;1;0;0;36;49;65;65;48;48;48;48;49;48;49;;36;49;65;65;48;48;48;48;49;48;36;85;150;215;263;311;359;407;456;504;553
51;1I90000101;36;1;I;9;0;0;0;0;1;0;1;1;18;9;0;0;0;0;1;0;1;49;73;57;48;48;48;48;49;48;49;18;1L;29;1T;1K;1L;1K;1L;1M;1K;1L;44;57;81;65;56;57;56;57;58;56;57;18;1L;29;1T;1K;1K;1K;1K;1L;1K;1L;44;57;81;65;56;56;56;56;57;56;57;0;0;0;0;0;1;0;1;1;0;0;36;49;73;57;48;48;48;48;49;48;49;;36;49;73;57;48;48;48;48;49;48;36;85;158;215;263;311;359;407;456;504;553
52;1K70000101;36;1;K;7;0;0;0;0;1;0;1;1;20;7;0;0;0;0;1;0;1;49;75;55;48;48;48;48;49;48;49;18;1L;2B;1R;1K;1L;1K;1L;1M;1K;1L;44;57;83;63;56;57;56;57;58;56;57;18;1L;2B;1R;1K;1K;1K;1K;1L;1K;1L;44;57;83;63;56;56;56;56;57;56;57;0;0;0;0;0;1;0;1;1;0;0;36;49;75;55;48;48;48;48;49;48;49;;36;49;75;55;48;48;48;48;49;48;36;85;160;215;263;311;359;407;456;504;553
53;1P20000101;36;1;P;2;0;0;0;0;1;0;1;1;25;2;0;0;0;0;1;0;1;49;80;50;48;48;48;48;49;48;49;18;1L;2G;1M;1K;1L;1K;1L;1M;1K;1L;44;57;88;58;56;57;56;57;58;56;57;18;1L;2G;1M;1K;1K;1K;1K;1L;1K;1L;44;57;88;58;56;56;56;56;57;56;57;0;0;0;0;0;1;0;1;1;0;0;36;49;80;50;48;48;48;48;49;48;49;;36;49;80;50;48;48;48;48;49;48;36;85;165;215;263;311;359;407;456;504;553
54;2I80000101;36;2;I;8;0;0;0;0;1;0;1;2;18;8;0;0;0;0;1;0;1;50;73;56;48;48;48;48;49;48;49;18;1M;29;1S;1K;1L;1K;1L;1M;1K;1L;44;58;81;64;56;57;56;57;58;56;57;18;1M;29;1S;1K;1K;1K;1K;1L;1K;1L;44;58;81;64;56;56;56;56;57;56;57;0;0;0;0;0;1;0;1;1;0;0;36;50;73;56;48;48;48;48;49;48;49;;36;50;73;56;48;48;48;48;49;48;36;86;159;215;263;311;359;407;456;504;553
55;GUDMJ00101;36;G;U;D;M;J;0;0;1;0;1;16;30;13;22;19;0;0;1;0;1;71;85;68;77;74;48;48;49;48;49;18;27;2L;24;2D;2A;1K;1L;1M;1K;1L;44;79;93;76;85;82;56;57;58;56;57;18;27;2L;24;2D;2A;1K;1K;1L;1K;1L;44;79;93;76;85;82;56;56;57;56;57;0;0;0;0;0;0;0;1;1;0;0;36;71;85;68;77;74;48;48;49;48;49;;36;71;85;68;77;74;48;48;49;48;36;107;192;260;337;411;459;507;556;604;653
56;IFMQJ00101;36;I;F;M;Q;J;0;0;1;0;1;18;15;22;26;19;0;0;1;0;1;73;70;77;81;74;48;48;49;48;49;18;29;26;2D;2H;2A;1K;1L;1M;1K;1L;44;81;78;85;89;82;56;57;58;56;57;18;29;26;2D;2H;2A;1K;1K;1L;1K;1L;44;81;78;85;89;82;56;56;57;56;57;0;0;0;0;0;0;0;1;1;0;0;36;73;70;77;81;74;48;48;49;48;49;;36;73;70;77;81;74;48;48;49;48;36;109;179;256;337;411;459;507;556;604;653
57;J900000101;36;J;9;0;0;0;0;0;1;0;1;19;9;0;0;0;0;0;1;0;1;74;57;48;48;48;48;48;49;48;49;18;2A;1T;1K;1L;1K;1L;1K;1L;1K;1L;44;82;65;56;57;56;57;56;57;56;57;18;2A;1T;1K;1K;1K;1K;1K;1L;1K;1L;44;82;65;56;56;56;56;56;57;56;57;0;0;0;0;1;0;1;0;0;0;0;36;74;57;48;48;48;48;48;49;48;49;;36;74;57;48;48;48;48;48;49;48;36;110;167;215;263;311;359;407;456;504;553
58;K800000101;36;K;8;0;0;0;0;0;1;0;1;20;8;0;0;0;0;0;1;0;1;75;56;48;48;48;48;48;49;48;49;18;2B;1S;1K;1L;1K;1L;1K;1L;1K;1L;44;83;64;56;57;56;57;56;57;56;57;18;2B;1S;1K;1K;1K;1K;1K;1L;1K;1L;44;83;64;56;56;56;56;56;57;56;57;0;0;0;0;1;0;1;0;0;0;0;36;75;56;48;48;48;48;48;49;48;49;;36;75;56;48;48;48;48;48;49;48;36;111;167;215;263;311;359;407;456;504;553
59;KGLOJ00101;36;K;G;L;O;J;0;0;1;0;1;20;16;21;24;19;0;0;1;0;1;75;71;76;79;74;48;48;49;48;49;18;2B;27;2C;2F;2A;1K;1L;1M;1K;1L;44;83;79;84;87;82;56;57;58;56;57;18;2B;27;2C;2F;2A;1K;1K;1L;1K;1L;44;83;79;84;87;82;56;56;57;56;57;0;0;0;0;0;0;0;1;1;0;0;36;75;71;76;79;74;48;48;49;48;49;;36;75;71;76;79;74;48;48;49;48;36;111;182;258;337;411;459;507;556;604;653
60;L610000101;36;L;6;1;0;0;0;0;1;0;1;21;6;1;0;0;0;0;1;0;1;76;54;49;48;48;48;48;49;48;49;18;2C;1Q;1L;1K;1L;1K;1L;1M;1K;1L;44;84;62;57;56;57;56;57;58;56;57;18;2C;1Q;1L;1K;1K;1K;1K;1L;1K;1L;44;84;62;57;56;56;56;56;57;56;57;0;0;0;0;0;1;0;1;1;0;0;36;76;54;49;48;48;48;48;49;48;49;;36;76;54;49;48;48;48;48;49;48;36;112;166;215;263;311;359;407;456;504;553
61;L700000101;36;L;7;0;0;0;0;0;1;0;1;21;7;0;0;0;0;0;1;0;1;76;55;48;48;48;48;48;49;48;49;18;2C;1R;1K;1L;1K;1L;1K;1L;1K;1L;44;84;63;56;57;56;57;56;57;56;57;18;2C;1R;1K;1K;1K;1K;1K;1L;1K;1L;44;84;63;56;56;56;56;56;57;56;57;0;0;0;0;1;0;1;0;0;0;0;36;76;55;48;48;48;48;48;49;48;49;;36;76;55;48;48;48;48;48;49;48;36;112;167;215;263;311;359;407;456;504;553
62;SI8YJ00101;36;S;I;8;Y;J;0;0;1;0;1;28;18;8;34;19;0;0;1;0;1;83;73;56;89;74;48;48;49;48;49;18;2J;29;1S;2P;2A;1K;1L;1M;1K;1L;44;91;81;64;97;82;56;57;58;56;57;18;2J;29;1S;2P;2A;1K;1K;1L;1K;1L;44;91;81;64;97;82;56;56;57;56;57;0;0;0;0;0;0;0;1;1;0;0;36;83;73;56;89;74;48;48;49;48;49;;36;83;73;56;89;74;48;48;49;48;36;119;192;248;337;411;459;507;556;604;653
63;1AB0000101;37;1;A;B;0;0;0;0;1;0;1;1;10;11;0;0;0;0;1;0;1;49;65;66;48;48;48;48;49;48;49;1A;1M;22;23;1L;1M;1L;1M;1N;1L;1M;46;58;74;75;57;58;57;58;59;57;58;1A;1M;22;23;1L;1L;1L;1L;1M;1L;1M;46;58;74;75;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;49;65;66;48;48;48;48;49;48;49;;37;49;65;66;48;48;48;48;49;48;37;86;151;217;265;313;361;409;458;506;555
64;1BA0000101;37;1;B;A;0;0;0;0;1;0;1;1;11;10;0;0;0;0;1;0;1;49;66;65;48;48;48;48;49;48;49;1A;1M;23;22;1L;1M;1L;1M;1N;1L;1M;46;58;75;74;57;58;57;58;59;57;58;1A;1M;23;22;1L;1L;1L;1L;1M;1L;1M;46;58;75;74;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;49;66;65;48;48;48;48;49;48;49;;37;49;66;65;48;48;48;48;49;48;37;86;152;217;265;313;361;409;458;506;555
65;1J90000101;37;1;J;9;0;0;0;0;1;0;1;1;19;9;0;0;0;0;1;0;1;49;74;57;48;48;48;48;49;48;49;1A;1M;2B;1U;1L;1M;1L;1M;1N;1L;1M;46;58;83;66;57;58;57;58;59;57;58;1A;1M;2B;1U;1L;1L;1L;1L;1M;1L;1M;46;58;83;66;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;49;74;57;48;48;48;48;49;48;49;;37;49;74;57;48;48;48;48;49;48;37;86;160;217;265;313;361;409;458;506;555
66;1K80000101;37;1;K;8;0;0;0;0;1;0;1;1;20;8;0;0;0;0;1;0;1;49;75;56;48;48;48;48;49;48;49;1A;1M;2C;1T;1L;1M;1L;1M;1N;1L;1M;46;58;84;65;57;58;57;58;59;57;58;1A;1M;2C;1T;1L;1L;1L;1L;1M;1L;1M;46;58;84;65;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;49;75;56;48;48;48;48;49;48;49;;37;49;75;56;48;48;48;48;49;48;37;86;161;217;265;313;361;409;458;506;555
67;1O40000101;37;1;O;4;0;0;0;0;1;0;1;1;24;4;0;0;0;0;1;0;1;49;79;52;48;48;48;48;49;48;49;1A;1M;2G;1P;1L;1M;1L;1M;1N;1L;1M;46;58;88;61;57;58;57;58;59;57;58;1A;1M;2G;1P;1L;1L;1L;1L;1M;1L;1M;46;58;88;61;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;49;79;52;48;48;48;48;49;48;49;;37;49;79;52;48;48;48;48;49;48;37;86;165;217;265;313;361;409;458;506;555
68;2I90000101;37;2;I;9;0;0;0;0;1;0;1;2;18;9;0;0;0;0;1;0;1;50;73;57;48;48;48;48;49;48;49;1A;1N;2A;1U;1L;1M;1L;1M;1N;1L;1M;46;59;82;66;57;58;57;58;59;57;58;1A;1N;2A;1U;1L;1L;1L;1L;1M;1L;1M;46;59;82;66;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;50;73;57;48;48;48;48;49;48;49;;37;50;73;57;48;48;48;48;49;48;37;87;160;217;265;313;361;409;458;506;555
69;2J80000101;37;2;J;8;0;0;0;0;1;0;1;2;19;8;0;0;0;0;1;0;1;50;74;56;48;48;48;48;49;48;49;1A;1N;2B;1T;1L;1M;1L;1M;1N;1L;1M;46;59;83;65;57;58;57;58;59;57;58;1A;1N;2B;1T;1L;1L;1L;1L;1M;1L;1M;46;59;83;65;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;50;74;56;48;48;48;48;49;48;49;;37;50;74;56;48;48;48;48;49;48;37;87;161;217;265;313;361;409;458;506;555
70;3L50000101;37;3;L;5;0;0;0;0;1;0;1;3;21;5;0;0;0;0;1;0;1;51;76;53;48;48;48;48;49;48;49;1A;1O;2D;1Q;1L;1M;1L;1M;1N;1L;1M;46;60;85;62;57;58;57;58;59;57;58;1A;1O;2D;1Q;1L;1L;1L;1L;1M;1L;1M;46;60;85;62;57;57;57;57;58;57;58;0;0;0;0;0;1;0;1;1;0;0;37;51;76;53;48;48;48;48;49;48;49;;37;51;76;53;48;48;48;48;49;48;37;88;164;217;265;313;361;409;458;506;555
71;L800000101;37;L;8;0;0;0;0;0;1;0;1;21;8;0;0;0;0;0;1;0;1;76;56;48;48;48;48;48;49;48;49;1A;2D;1T;1L;1M;1L;1M;1L;1M;1L;1M;46;85;65;57;58;57;58;57;58;57;58;1A;2D;1T;1L;1L;1L;1L;1L;1M;1L;1M;46;85;65;57;57;57;57;57;58;57;58;0;0;0;0;1;0;1;0;0;0;0;37;76;56;48;48;48;48;48;49;48;49;;37;76;56;48;48;48;48;48;49;48;37;113;169;217;265;313;361;409;458;506;555
72;M700000101;37;M;7;0;0;0;0;0;1;0;1;22;7;0;0;0;0;0;1;0;1;77;55;48;48;48;48;48;49;48;49;1A;2E;1S;1L;1M;1L;1M;1L;1M;1L;1M;46;86;64;57;58;57;58;57;58;57;58;1A;2E;1S;1L;1L;1L;1L;1L;1M;1L;1M;46;86;64;57;57;57;57;57;58;57;58;0;0;0;0;1;0;1;0;0;0;0;37;77;55;48;48;48;48;48;49;48;49;;37;77;55;48;48;48;48;48;49;48;37;114;169;217;265;313;361;409;458;506;555
73;S100000101;37;S;1;0;0;0;0;0;1;0;1;28;1;0;0;0;0;0;1;0;1;83;49;48;48;48;48;48;49;48;49;1A;2K;1M;1L;1M;1L;1M;1L;1M;1L;1M;46;92;58;57;58;57;58;57;58;57;58;1A;2K;1M;1L;1L;1L;1L;1L;1M;1L;1M;46;92;58;57;57;57;57;57;58;57;58;0;0;0;0;1;0;1;0;0;0;0;37;83;49;48;48;48;48;48;49;48;49;;37;83;49;48;48;48;48;48;49;48;37;120;169;217;265;313;361;409;458;506;555
74;Z5RMJ00101;37;Z;5;R;M;J;0;0;1;0;1;35;5;27;22;19;0;0;1;0;1;90;53;82;77;74;48;48;49;48;49;1A;2R;1Q;2J;2E;2B;1L;1M;1N;1L;1M;46;99;62;91;86;83;57;58;59;57;58;1A;2R;1Q;2J;2E;2B;1L;1L;1M;1L;1M;46;99;62;91;86;83;57;57;58;57;58;0;0;0;0;0;0;0;1;1;0;0;37;90;53;82;77;74;48;48;49;48;49;;37;90;53;82;77;74;48;48;49;48;37;127;180;262;339;413;461;509;558;606;655
75;1AC0000101;38;1;A;C;0;0;0;0;1;0;1;1;10;12;0;0;0;0;1;0;1;49;65;67;48;48;48;48;49;48;49;1C;1N;23;25;1M;1N;1M;1N;1O;1M;1N;48;59;75;77;58;59;58;59;60;58;59;1C;1N;23;25;1M;1M;1M;1M;1N;1M;1N;48;59;75;77;58;58;58;58;59;58;59;0;0;0;0;0;1;0;1;1;0;0;38;49;65;67;48;48;48;48;49;48;49;;38;49;65;67;48;48;48;48;49;48;38;87;152;219;267;315;363;411;460;508;557
76;1BB0000101;38;1;B;B;0;0;0;0;1;0;1;1;11;11;0;0;0;0;1;0;1;49;66;66;48;48;48;48;49;48;49;1C;1N;24;25;1M;1N;1M;1N;1O;1M;1N;48;59;76;77;58;59;58;59;60;58;59;1C;1N;24;24;1M;1M;1M;1M;1N;1M;1N;48;59;76;76;58;58;58;58;59;58;59;0;0;0;1;0;1;0;1;1;0;0;38;49;66;66;48;48;48;48;49;48;49;;38;49;66;66;48;48;48;48;49;48;38;87;153;219;267;315;363;411;460;508;557
77;1CA0000101;38;1;C;A;0;0;0;0;1;0;1;1;12;10;0;0;0;0;1;0;1;49;67;65;48;48;48;48;49;48;49;1C;1N;25;23;1M;1N;1M;1N;1O;1M;1N;48;59;77;75;58;59;58;59;60;58;59;1C;1N;25;23;1M;1M;1M;1M;1N;1M;1N;48;59;77;75;58;58;58;58;59;58;59;0;0;0;0;0;1;0;1;1;0;0;38;49;67;65;48;48;48;48;49;48;49;;38;49;67;65;48;48;48;48;49;48;38;87;154;219;267;315;363;411;460;508;557
78;1L80000101;38;1;L;8;0;0;0;0;1;0;1;1;21;8;0;0;0;0;1;0;1;49;76;56;48;48;48;48;49;48;49;1C;1N;2E;1U;1M;1N;1M;1N;1O;1M;1N;48;59;86;66;58;59;58;59;60;58;59;1C;1N;2E;1U;1M;1M;1M;1M;1N;1M;1N;48;59;86;66;58;58;58;58;59;58;59;0;0;0;0;0;1;0;1;1;0;0;38;49;76;56;48;48;48;48;49;48;49;;38;49;76;56;48;48;48;48;49;48;38;87;163;219;267;315;363;411;460;508;557
79;1O50000101;38;1;O;5;0;0;0;0;1;0;1;1;24;5;0;0;0;0;1;0;1;49;79;53;48;48;48;48;49;48;49;1C;1N;2H;1R;1M;1N;1M;1N;1O;1M;1N;48;59;89;63;58;59;58;59;60;58;59;1C;1N;2H;1R;1M;1M;1M;1M;1N;1M;1N;48;59;89;63;58;58;58;58;59;58;59;0;0;0;0;0;1;0;1;1;0;0;38;49;79;53;48;48;48;48;49;48;49;;38;49;79;53;48;48;48;48;49;48;38;87;166;219;267;315;363;411;460;508;557
80;3L60000101;38;3;L;6;0;0;0;0;1;0;1;3;21;6;0;0;0;0;1;0;1;51;76;54;48;48;48;48;49;48;49;1C;1P;2E;1S;1M;1N;1M;1N;1O;1M;1N;48;61;86;64;58;59;58;59;60;58;59;1C;1P;2E;1S;1M;1M;1M;1M;1N;1M;1N;48;61;86;64;58;58;58;58;59;58;59;0;0;0;0;0;1;0;1;1;0;0;38;51;76;54;48;48;48;48;49;48;49;;38;51;76;54;48;48;48;48;49;48;38;89;165;219;267;315;363;411;460;508;557
81;4YPRJ00101;38;4;Y;P;R;J;0;0;1;0;1;4;34;25;27;19;0;0;1;0;1;52;89;80;82;74;48;48;49;48;49;1C;1Q;2R;2I;2K;2C;1M;1N;1O;1M;1N;48;62;99;90;92;84;58;59;60;58;59;1C;1Q;2R;2I;2K;2C;1M;1M;1N;1M;1N;48;62;99;90;92;84;58;58;59;58;59;0;0;0;0;0;0;0;1;1;0;0;38;52;89;80;82;74;48;48;49;48;49;;38;52;89;80;82;74;48;48;49;48;38;90;179;259;341;415;463;511;560;608;657
82;7XNRJ00101;38;7;X;N;R;J;0;0;1;0;1;7;33;23;27;19;0;0;1;0;1;55;88;78;82;74;48;48;49;48;49;1C;1T;2Q;2G;2K;2C;1M;1N;1O;1M;1N;48;65;98;88;92;84;58;59;60;58;59;1C;1T;2Q;2G;2K;2C;1M;1M;1N;1M;1N;48;65;98;88;92;84;58;58;59;58;59;0;0;0;0;0;0;0;1;1;0;0;38;55;88;78;82;74;48;48;49;48;49;;38;55;88;78;82;74;48;48;49;48;38;93;181;259;341;415;463;511;560;608;657
83;L900000101;38;L;9;0;0;0;0;0;1;0;1;21;9;0;0;0;0;0;1;0;1;76;57;48;48;48;48;48;49;48;49;1C;2E;1V;1M;1N;1M;1N;1M;1N;1M;1N;48;86;67;58;59;58;59;58;59;58;59;1C;2E;1V;1M;1M;1M;1M;1M;1N;1M;1N;48;86;67;58;58;58;58;58;59;58;59;0;0;0;0;1;0;1;0;0;0;0;38;76;57;48;48;48;48;48;49;48;49;;38;76;57;48;48;48;48;48;49;48;38;114;171;219;267;315;363;411;460;508;557
84;MGLOJ00101;38;M;G;L;O;J;0;0;1;0;1;22;16;21;24;19;0;0;1;0;1;77;71;76;79;74;48;48;49;48;49;1C;2F;29;2E;2H;2C;1M;1N;1O;1M;1N;48;87;81;86;89;84;58;59;60;58;59;1C;2F;29;2E;2H;2C;1M;1M;1N;1M;1N;48;87;81;86;89;84;58;58;59;58;59;0;0;0;0;0;0;0;1;1;0;0;38;77;71;76;79;74;48;48;49;48;49;;38;77;71;76;79;74;48;48;49;48;38;115;186;262;341;415;463;511;560;608;657
85;R300000101;38;R;3;0;0;0;0;0;1;0;1;27;3;0;0;0;0;0;1;0;1;82;51;48;48;48;48;48;49;48;49;1C;2K;1P;1M;1N;1M;1N;1M;1N;1M;1N;48;92;61;58;59;58;59;58;59;58;59;1C;2K;1P;1M;1M;1M;1M;1M;1N;1M;1N;48;92;61;58;58;58;58;58;59;58;59;0;0;0;0;1;0;1;0;0;0;0;38;82;51;48;48;48;48;48;49;48;49;;38;82;51;48;48;48;48;48;49;48;38;120;171;219;267;315;363;411;460;508;557
86;S200000101;38;S;2;0;0;0;0;0;1;0;1;28;2;0;0;0;0;0;1;0;1;83;50;48;48;48;48;48;49;48;49;1C;2L;1O;1M;1N;1M;1N;1M;1N;1M;1N;48;93;60;58;59;58;59;58;59;58;59;1C;2L;1O;1M;1M;1M;1M;1M;1N;1M;1N;48;93;60;58;58;58;58;58;59;58;59;0;0;0;0;1;0;1;0;0;0;0;38;83;50;48;48;48;48;48;49;48;49;;38;83;50;48;48;48;48;48;49;48;38;121;171;219;267;315;363;411;460;508;557
87;T100000101;38;T;1;0;0;0;0;0;1;0;1;29;1;0;0;0;0;0;1;0;1;84;49;48;48;48;48;48;49;48;49;1C;2M;1N;1M;1N;1M;1N;1M;1N;1M;1N;48;94;59;58;59;58;59;58;59;58;59;1C;2M;1N;1M;1M;1M;1M;1M;1N;1M;1N;48;94;59;58;58;58;58;58;59;58;59;0;0;0;0;1;0;1;0;0;0;0;38;84;49;48;48;48;48;48;49;48;49;;38;84;49;48;48;48;48;48;49;48;38;122;171;219;267;315;363;411;460;508;557
88;UI8YJ00101;38;U;I;8;Y;J;0;0;1;0;1;30;18;8;34;19;0;0;1;0;1;85;73;56;89;74;48;48;49;48;49;1C;2N;2B;1U;2R;2C;1M;1N;1O;1M;1N;48;95;83;66;99;84;58;59;60;58;59;1C;2N;2B;1U;2R;2C;1M;1M;1N;1M;1N;48;95;83;66;99;84;58;58;59;58;59;0;0;0;0;0;0;0;1;1;0;0;38;85;73;56;89;74;48;48;49;48;49;;38;85;73;56;89;74;48;48;49;48;38;123;196;252;341;415;463;511;560;608;657
89;W7SNJ00101;38;W;7;S;N;J;0;0;1;0;1;32;7;28;23;19;0;0;1;0;1;87;55;83;78;74;48;48;49;48;49;1C;2P;1T;2L;2G;2C;1M;1N;1O;1M;1N;48;97;65;93;88;84;58;59;60;58;59;1C;2P;1T;2L;2G;2C;1M;1M;1N;1M;1N;48;97;65;93;88;84;58;58;59;58;59;0;0;0;0;0;0;0;1;1;0;0;38;87;55;83;78;74;48;48;49;48;49;;38;87;55;83;78;74;48;48;49;48;38;125;180;263;341;415;463;511;560;608;657
90;Z6KTJ00101;38;Z;6;K;T;J;0;0;1;0;1;35;6;20;29;19;0;0;1;0;1;90;54;75;84;74;48;48;49;48;49;1C;2S;1S;2D;2M;2C;1M;1N;1O;1M;1N;48;100;64;85;94;84;58;59;60;58;59;1C;2S;1S;2D;2M;2C;1M;1M;1N;1M;1N;48;100;64;85;94;84;58;58;59;58;59;0;0;0;0;0;0;0;1;1;0;0;38;90;54;75;84;74;48;48;49;48;49;;38;90;54;75;84;74;48;48;49;48;38;128;182;257;341;415;463;511;560;608;657
91;1AD0000101;39;1;A;D;0;0;0;0;1;0;1;1;10;13;0;0;0;0;1;0;1;49;65;68;48;48;48;48;49;48;49;1E;1O;24;27;1N;1O;1N;1O;1P;1N;1O;50;60;76;79;59;60;59;60;61;59;60;1E;1O;24;27;1N;1N;1N;1N;1O;1N;1O;50;60;76;79;59;59;59;59;60;59;60;0;0;0;0;0;1;0;1;1;0;0;39;49;65;68;48;48;48;48;49;48;49;;39;49;65;68;48;48;48;48;49;48;39;88;153;221;269;317;365;413;462;510;559
