SourceRow;WorkerID;PrefixActual_ASC;PrefixCalc_ASC;PrefixActual_RAW;PrefixCalc_RAW;Prefix_OK;Block1Actual;Block1Calc;Block1_OK;Block1_FirstDiff;Block2Actual;Block2Calc;Block2_OK;Block2_FirstDiff;ALL_OK;Status
355;UPZRJ00101;72;72;15;15;PRAVDA;151I1D1N1F170H0H0I0H0I;151I1D1N1F170H0H0I0H0I;PRAVDA;;383L3G3Q3I3A2K2L2M2K2L;383L3G3Q3I3A2K2K2L2K2L;NEPRAVDA;P19;NEPRAVDA;BLOCK2
356;1870000101;73;73;16;16;PRAVDA;160I0P0O0H0H0H0H0I0H0I;160I0P0O0H0H0H0H0I0H0I;PRAVDA;;3A2M2T2S2L2M2L2M2N2L2M;3A2M2T2S2L2L2L2L2M2L2M;NEPRAVDA;P17;NEPRAVDA;BLOCK2
357;1960000101;73;73;16;16;PRAVDA;160I0Q0N0H0H0H0H0I0H0I;160I0Q0N0H0H0H0H0I0H0I;PRAVDA;;3A2M2U2R2L2M2L2M2N2L2M;3A2M2U2R2L2L2L2L2M2L2M;NEPRAVDA;P17;NEPRAVDA;BLOCK2
358;8800000101;73;73;16;16;PRAVDA;160P0P0H0H0H0H0H0I0H0I;160P0P0H0H0H0H0H0I0H0I;PRAVDA;;3A2T2U2L2M2L2M2L2M2L2M;3A2T2T2L2L2L2L2L2M2L2M;NEPRAVDA;P14;NEPRAVDA;BLOCK2
359;9700000101;73;73;16;16;PRAVDA;160Q0O0H0H0H0H0H0I0H0I;160Q0O0H0H0H0H0H0I0H0I;PRAVDA;;3A2U2S2L2M2L2M2L2M2L2M;3A2U2S2L2L2L2L2L2M2L2M;NEPRAVDA;P16;NEPRAVDA;BLOCK2
360;1790000101;74;74;17;17;PRAVDA;170I0O0Q0H0H0H0H0I0H0I;170I0O0Q0H0H0H0H0I0H0I;PRAVDA;;3C2N2T2V2M2N2M2N2O2M2N;3C2N2T2V2M2M2M2M2N2M2N;NEPRAVDA;P17;NEPRAVDA;BLOCK2
361;3EA7I00101;74;74;17;17;PRAVDA;170K120Y0O160H0H0I0H0I;170K120Y0O160H0H0I0H0I;PRAVDA;;3C2P37332T3B2M2N2O2M2N;3C2P37332T3B2M2M2N2M2N;NEPRAVDA;P19;NEPRAVDA;BLOCK2
362;1890000101;75;75;18;18;PRAVDA;180I0P0Q0H0H0H0H0I0H0I;180I0P0Q0H0H0H0H0I0H0I;PRAVDA;;3E2O2V2W2N2O2N2O2P2N2O;3E2O2V2W2N2N2N2N2O2N2O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
363;1980000101;75;75;18;18;PRAVDA;180I0Q0P0H0H0H0H0I0H0I;180I0Q0P0H0H0H0H0I0H0I;PRAVDA;;3E2O2W2V2N2O2N2O2P2N2O;3E2O2W2V2N2N2N2N2O2N2O;NEPRAVDA;P17;NEPRAVDA;BLOCK2
364;9900000101;75;75;18;18;PRAVDA;180Q0Q0H0H0H0H0H0I0H0I;180Q0Q0H0H0H0H0H0I0H0I;PRAVDA;;3E2W2X2N2O2N2O2N2O2N2O;3E2W2W2N2N2N2N2N2O2N2O;NEPRAVDA;P14;NEPRAVDA;BLOCK2
365;11A0000101;76;76;19;19;PRAVDA;190I0I0Y0H0H0H0H0I0H0I;190I0I0Y0H0H0H0H0I0H0I;PRAVDA;;3G2P2Q352O2P2O2P2Q2O2P;3G2P2P352O2O2O2O2P2O2P;NEPRAVDA;P14;NEPRAVDA;BLOCK2
366;1990000101;76;76;19;19;PRAVDA;190I0Q0Q0H0H0H0H0I0H0I;190I0Q0Q0H0H0H0H0I0H0I;PRAVDA;;3G2P2X2Y2O2P2O2P2Q2O2P;3G2P2X2X2O2O2O2O2P2O2P;NEPRAVDA;P15;NEPRAVDA;BLOCK2
367;12A0000101;77;77;1A;1A;PRAVDA;1A0I0J0Y0H0H0H0H0I0H0I;1A0I0J0Y0H0H0H0H0I0H0I;PRAVDA;;3I2Q2R362P2Q2P2Q2R2P2Q;3I2Q2R362P2P2P2P2Q2P2Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
368;9650000101;77;77;1A;1A;PRAVDA;1A0Q0N0M0H0H0H0H0I0H0I;1A0Q0N0M0H0H0H0H0I0H0I;PRAVDA;;3I2Y2V2U2P2Q2P2Q2R2P2Q;3I2Y2V2U2P2P2P2P2Q2P2Q;NEPRAVDA;P17;NEPRAVDA;BLOCK2
369;C100000101;77;77;1A;1A;PRAVDA;1A100I0H0H0H0H0H0I0H0I;1A100I0H0H0H0H0H0I0H0I;PRAVDA;;3I382Q2P2Q2P2Q2P2Q2P2Q;3I382Q2P2P2P2P2P2Q2P2Q;NEPRAVDA;P16;NEPRAVDA;BLOCK2
370;11C0000101;78;78;1B;1B;PRAVDA;1B0I0I100H0H0H0H0I0H0I;1B0I0I100H0H0H0H0I0H0I;PRAVDA;;3K2R2S392Q2R2Q2R2S2Q2R;3K2R2R392Q2Q2Q2Q2R2Q2R;NEPRAVDA;P14;NEPRAVDA;BLOCK2
371;13A0000101;78;78;1B;1B;PRAVDA;1B0I0K0Y0H0H0H0H0I0H0I;1B0I0K0Y0H0H0H0H0I0H0I;PRAVDA;;3K2R2T372Q2R2Q2R2S2Q2R;3K2R2T372Q2Q2Q2Q2R2Q2R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
372;1B20000101;78;78;1B;1B;PRAVDA;1B0I0Z0J0H0H0H0H0I0H0I;1B0I0Z0J0H0H0H0H0I0H0I;PRAVDA;;3K2R382S2Q2R2Q2R2S2Q2R;3K2R382S2Q2Q2Q2Q2R2Q2R;NEPRAVDA;P17;NEPRAVDA;BLOCK2
373;22A0000101;78;78;1B;1B;PRAVDA;1B0J0J0Y0H0H0H0H0I0H0I;1B0J0J0Y0H0H0H0H0I0H0I;PRAVDA;;3K2S2T372Q2R2Q2R2S2Q2R;3K2S2S372Q2Q2Q2Q2R2Q2R;NEPRAVDA;P14;NEPRAVDA;BLOCK2
374;6EMC200101;78;78;1B;1B;PRAVDA;1B0N121A100J0H0H0I0H0I;1B0N121A100J0H0H0I0H0I;PRAVDA;;3K2W3B3J392S2Q2R2S2Q2R;3K2W3B3J392S2Q2Q2R2Q2R;NEPRAVDA;P19;NEPRAVDA;BLOCK2
375;12C0000101;79;79;1C;1C;PRAVDA;1C0I0J100H0H0H0H0I0H0I;1C0I0J100H0H0H0H0I0H0I;PRAVDA;;3M2S2T3A2R2S2R2S2T2R2S;3M2S2T3A2R2R2R2R2S2R2S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
376;13B0000101;79;79;1C;1C;PRAVDA;1C0I0K0Z0H0H0H0H0I0H0I;1C0I0K0Z0H0H0H0H0I0H0I;PRAVDA;;3M2S2U392R2S2R2S2T2R2S;3M2S2U392R2R2R2R2S2R2S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
377;14A0000101;79;79;1C;1C;PRAVDA;1C0I0L0Y0H0H0H0H0I0H0I;1C0I0L0Y0H0H0H0H0I0H0I;PRAVDA;;3M2S2V382R2S2R2S2T2R2S;3M2S2V382R2R2R2R2S2R2S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
378;1C20000101;79;79;1C;1C;PRAVDA;1C0I100J0H0H0H0H0I0H0I;1C0I100J0H0H0H0H0I0H0I;PRAVDA;;3M2S3A2T2R2S2R2S2T2R2S;3M2S3A2T2R2R2R2R2S2R2S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
379;21C0000101;79;79;1C;1C;PRAVDA;1C0J0I100H0H0H0H0I0H0I;1C0J0I100H0H0H0H0I0H0I;PRAVDA;;3M2T2S3A2R2S2R2S2T2R2S;3M2T2S3A2R2R2R2R2S2R2S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
380;2D00000101;79;79;1C;1C;PRAVDA;1C0J110H0H0H0H0H0I0H0I;1C0J110H0H0H0H0H0I0H0I;PRAVDA;;3M2T3B2R2S2R2S2R2S2R2S;3M2T3B2R2R2R2R2R2S2R2S;NEPRAVDA;P16;NEPRAVDA;BLOCK2
381;3B10000101;79;79;1C;1C;PRAVDA;1C0K0Z0I0H0H0H0H0I0H0I;1C0K0Z0I0H0H0H0H0I0H0I;PRAVDA;;3M2U392S2R2S2R2S2T2R2S;3M2U392S2R2R2R2R2S2R2S;NEPRAVDA;P17;NEPRAVDA;BLOCK2
382;13C0000101;80;80;1D;1D;PRAVDA;1D0I0K100H0H0H0H0I0H0I;1D0I0K100H0H0H0H0I0H0I;PRAVDA;;3O2T2V3B2S2T2S2T2U2S2T;3O2T2V3B2S2S2S2S2T2S2T;NEPRAVDA;P17;NEPRAVDA;BLOCK2
383;15A0000101;80;80;1D;1D;PRAVDA;1D0I0M0Y0H0H0H0H0I0H0I;1D0I0M0Y0H0H0H0H0I0H0I;PRAVDA;;3O2T2X392S2T2S2T2U2S2T;3O2T2X392S2S2S2S2T2S2T;NEPRAVDA;P17;NEPRAVDA;BLOCK2
384;1D20000101;80;80;1D;1D;PRAVDA;1D0I110J0H0H0H0H0I0H0I;1D0I110J0H0H0H0H0I0H0I;PRAVDA;;3O2T3C2U2S2T2S2T2U2S2T;3O2T3C2U2S2S2S2S2T2S2T;NEPRAVDA;P17;NEPRAVDA;BLOCK2
386;2EAAF00101;80;80;1D;1D;PRAVDA;1D0J120Y0Y130H0H0I0H0I;1D0J120Y0Y130H0H0I0H0I;PRAVDA;;3O2U3D393A3E2S2T2U2S2T;3O2U3D39393E2S2S2T2S2T;NEPRAVDA;P16;NEPRAVDA;BLOCK2
387;F100000101;80;80;1D;1D;PRAVDA;1D130I0H0H0H0H0H0I0H0I;1D130I0H0H0H0H0H0I0H0I;PRAVDA;;3O3E2T2S2T2S2T2S2T2S2T;3O3E2T2S2S2S2S2S2T2S2T;NEPRAVDA;P16;NEPRAVDA;BLOCK2
388;14C0000101;81;81;1E;1E;PRAVDA;1E0I0L100H0H0H0H0I0H0I;1E0I0L100H0H0H0H0I0H0I;PRAVDA;;3Q2U2X3C2T2U2T2U2V2T2U;3Q2U2X3C2T2T2T2T2U2T2U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
389;1A60000101;81;81;1E;1E;PRAVDA;1E0I0Y0N0H0H0H0H0I0H0I;1E0I0Y0N0H0H0H0H0I0H0I;PRAVDA;;3Q2U3A2Z2T2U2T2U2V2T2U;3Q2U3A2Z2T2T2T2T2U2T2U;NEPRAVDA;P17;NEPRAVDA;BLOCK2
