SourceRow;WorkerID;RawPrefix;PrefixASCII;n;X;Parity;Const;Y;Trailing;Mode;ActualTail;CalcTail;Result;FirstDiffPos;ActualAtDiff;CalcAtDiff;ActualLen;CalcLen;;SOUHRN V2;;;
491;5EZV200101;109;109;5;90;0I0H0I;219;92;0;NORMAL;0M121N1J0J2I0I0H0I632K0;0M121N1J0J2I0I0H0I632K0;OK;;;;23;23;;;;;
492;R46VJ00101;109;109;5;90;0I0H0I;219;92;0;NORMAL;1F0L0N1J172I0I0H0I632K0;1F0L0N1J172I0I0H0I632K0;OK;;;;23;23;;;;;
493;4BQLJ00101;110;110;5;91;0I0I0H;219;93;0;NORMAL;0L0Z1E19172J0I0I0H632L0;0L0Z1E19172J0I0I0H632L0;OK;;;;23;23;;;;;
494;7LBNJ00101;110;110;5;91;0I0I0H;219;93;0;NORMAL;0O190Z1B172J0I0I0H632L0;0O190Z1B172J0I0I0H632L0;OK;;;;23;23;;;;;
495;7V4RJ00101;110;110;5;91;0I0I0H;219;93;0;NORMAL;0O1J0L1F172J0I0I0H632L0;0O1J0L1F172J0I0I0H632L0;OK;;;;23;23;;;;;
496;CD9SJ00101;110;110;5;91;0I0I0H;219;93;0;NORMAL;10110Q1G172J0I0I0H632L0;10110Q1G172J0I0I0H632L0;OK;;;;23;23;;;;;
497;1NJKJ00101;111;111;5;92;0I0H0I;219;94;0;NORMAL;0I1B1718172K0I0H0I632M0;0I1B1718172K0I0H0I632M0;OK;;;;23;23;;;;;
498;DJ5QJ00101;111;111;5;92;0I0H0I;219;94;0;NORMAL;11170M1E172K0I0H0I632M0;11170M1E172K0I0H0I632M0;OK;;;;23;23;;;;;
499;HEUG500101;111;111;5;92;0I0H0I;219;94;0;NORMAL;15121I140M2K0I0H0I632M0;15121I140M2K0I0H0I632M0;OK;;;;23;23;;;;;
500;5QANJ00101;112;112;5;93;0I0I0H;219;95;0;NORMAL;0M1E0Y1B172L0I0I0H632N0;0M1E0Y1B172L0I0I0H632N0;OK;;;;23;23;;;;;
501;0KOLJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;0H181C19172M0I0H0I632O0;0H181C19172M0I0H0I632O0;OK;;;;23;23;;;;;
502;74YRJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;0O0L1M1F172M0I0H0I632O0;0O0L1M1F172M0I0H0I632O0;OK;;;;23;23;;;;;
503;96QVJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;0Q0N1E1J172M0I0H0I632O0;0Q0N1E1J172M0I0H0I632O0;OK;;;;23;23;;;;;
504;ID7RJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;16110O1F172M0I0H0I632O0;16110O1F172M0I0H0I632O0;OK;;;;23;23;;;;;
505;J7GNJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;170O141B172M0I0H0I632O0;170O141B172M0I0H0I632O0;OK;;;;23;23;;;;;
506;RA2QJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;1F0Y0J1E172M0I0H0I632O0;1F0Y0J1E172M0I0H0I632O0;OK;;;;23;23;;;;;
507;Z06VJ00101;113;113;5;94;0I0H0I;219;96;0;NORMAL;1N0H0N1J172M0I0H0I632O0;1N0H0N1J172M0I0H0I632O0;OK;;;;23;23;;;;;
508;0SFNJ00101;114;114;5;95;0I0I0H;219;97;0;NORMAL;0H1G131B172N0I0I0H632P0;0H1G131B172N0I0I0H632P0;OK;;;;23;23;;;;;
509;GD9SJ00101;114;114;5;95;0I0I0H;219;97;0;NORMAL;14110Q1G172N0I0I0H632P0;14110Q1G172N0I0I0H632P0;OK;;;;23;23;;;;;
510;MC8OJ00101;114;114;5;95;0I0I0H;219;97;0;NORMAL;1A100P1C172N0I0I0H632P0;1A100P1C172N0I0I0H632P0;OK;;;;23;23;;;;;
511;O7ELJ00101;114;114;5;95;0I0I0H;219;97;0;NORMAL;1C0O1219172N0I0I0H632P0;1C0O1219172N0I0I0H632P0;OK;;;;23;23;;;;;
512;SA2QJ00101;114;114;5;95;0I0I0H;219;97;0;NORMAL;1G0Y0J1E172N0I0I0H632P0;1G0Y0J1E172N0I0I0H632P0;OK;;;;23;23;;;;;
513;G4GVJ00101;115;115;5;96;0I0H0I;219;98;0;NORMAL;140L141J172O0I0H0I632Q0;140L141J172O0I0H0I632Q0;OK;;;;23;23;;;;;
514;TA2QJ00101;115;115;5;96;0I0H0I;219;98;0;NORMAL;1H0Y0J1E172O0I0H0I632Q0;1H0Y0J1E172O0I0H0I632Q0;OK;;;;23;23;;;;;
515;AEPX500101;116;116;5;97;0I0I0H;219;99;0;NORMAL;0Y121D1L0M2P0I0I0H632R0;0Y121D1L0M2P0I0I0H632R0;OK;;;;23;23;;;;;
516;II5RJ00101;116;116;5;97;0I0I0H;219;99;0;NORMAL;16160M1F172P0I0I0H632R0;16160M1F172P0I0I0H632R0;OK;;;;23;23;;;;;
517;PC2TJ00101;116;116;5;97;0I0I0H;219;99;0;NORMAL;1D100J1H172P0I0I0H632R0;1D100J1H172P0I0I0H632R0;OK;;;;23;23;;;;;
518;1UFNJ00101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;0I1I131B17010I0I0H63030;0I1I131B17010I0I0H63030;OK;;;;23;23;;;;;
519;4UDMJ00101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;0L1I111A17010I0I0H63030;0L1I111A17010I0I0H63030;OK;;;;23;23;;;;;
520;BEPX500101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;0Z121D1L0M010I0I0H63030;0Z121D1L0M010I0I0H63030;OK;;;;23;23;;;;;
521;E6KTJ00101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;120N181H17010I0I0H63030;120N181H17010I0I0H63030;OK;;;;23;23;;;;;
522;F5KTJ00101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;130M181H17010I0I0H63030;130M181H17010I0I0H63030;OK;;;;23;23;;;;;
523;NEUG500101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;1B121I140M010I0I0H63030;1B121I140M010I0I0H63030;OK;;;;23;23;;;;;
524;R7ELJ00101;117;117;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;1F0O121917010I0I0H63030;1F0O121917010I0I0H63030;OK;;;;23;23;;;;;
525;R1DTJ00101;118;118;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;1F0I111H17010I0I0H63030;1F0I111H17010I0I0H63030;OK;;;;23;23;;;;;
526;6ETNI00101;119;119;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;0N121H1B16010I0I0H63030;0N121H1B16010I0I0H63030;OK;;;;23;23;;;;;
527;S1DTJ00101;119;119;5;1;0I0I0H;219;3;0;CORR-N5-RAW117-119;1G0I111H17010I0I0H63030;1G0I111H17010I0I0H63030;OK;;;;23;23;;;;;
528;9OJKJ00101;120;120;5;1;0I0I0H;219;3;0;NORMAL;0Q1C171817010I0I0H63030;0Q1C171817010I0I0H63030;OK;;;;23;23;;;;;
529;U7ELJ00101;120;120;5;1;0I0I0H;219;3;0;NORMAL;1I0O121917010I0I0H63030;1I0O121917010I0I0H63030;OK;;;;23;23;;;;;
530;1EXRH00101;121;121;5;2;0I0H0I;219;4;0;NORMAL;0I121L1F15020I0H0I63040;0I121L1F15020I0H0I63040;OK;;;;23;23;;;;;
531;9X9TJ00101;121;121;5;2;0I0H0I;219;4;0;NORMAL;0Q1L0Q1H17020I0H0I63040;0Q1L0Q1H17020I0H0I63040;OK;;;;23;23;;;;;
532;CGGQF00101;121;121;5;2;0I0H0I;219;4;0;NORMAL;1014141E13020I0H0I63040;1014141E13020I0H0I63040;OK;;;;23;23;;;;;
533;GBATJ00101;121;121;5;2;0I0H0I;219;4;0;NORMAL;140Z0Y1H17020I0H0I63040;140Z0Y1H17020I0H0I63040;OK;;;;23;23;;;;;
534;5BPXJ00101;122;122;5;3;0I0I0H;219;5;0;NORMAL;0M0Z1D1L17030I0I0H63050;0M0Z1D1L17030I0I0H63050;OK;;;;23;23;;;;;
535;AFLLJ00101;122;122;5;3;0I0I0H;219;5;0;NORMAL;0Y13191917030I0I0H63050;0Y13191917030I0I0H63050;OK;;;;23;23;;;;;
536;AOANJ00101;122;122;5;3;0I0I0H;219;5;0;NORMAL;0Y1C0Y1B17030I0I0H63050;0Y1C0Y1B17030I0I0H63050;OK;;;;23;23;;;;;
537;W7ELJ00101;122;122;5;3;0I0I0H;219;5;0;NORMAL;1K0O121917030I0I0H63050;1K0O121917030I0I0H63050;OK;;;;23;23;;;;;
538;6BPXJ00101;123;123;5;4;0I0H0I;219;6;0;NORMAL;0N0Z1D1L17040I0H0I63060;0N0Z1D1L17040I0H0I63060;OK;;;;23;23;;;;;
539;8VEMJ00101;123;123;5;4;0I0H0I;219;6;0;NORMAL;0P1J121A17040I0H0I63060;0P1J121A17040I0H0I63060;OK;;;;23;23;;;;;
540;EKBNJ00101;123;123;5;4;0I0H0I;219;6;0;NORMAL;12180Z1B17040I0H0I63060;12180Z1B17040I0H0I63060;OK;;;;23;23;;;;;
541;I4QRJ00101;123;123;5;4;0I0H0I;219;6;0;NORMAL;160L1E1F17040I0H0I63060;160L1E1F17040I0H0I63060;OK;;;;23;23;;;;;
542;QI5QJ00101;123;123;5;4;0I0H0I;219;6;0;NORMAL;1E160M1E17040I0H0I63060;1E160M1E17040I0H0I63060;OK;;;;23;23;;;;;
543;X7ELJ00101;123;123;5;4;0I0H0I;219;6;0;NORMAL;1L0O121917040I0H0I63060;1L0O121917040I0H0I63060;OK;;;;23;23;;;;;
544;1PQOJ00101;124;124;5;5;0I0I0H;219;7;0;NORMAL;0I1D1E1C17050I0I0H63070;0I1D1E1C17050I0I0H63070;OK;;;;23;23;;;;;
545;QD9SJ00101;124;124;5;5;0I0I0H;219;7;0;NORMAL;1E110Q1G17050I0I0H63070;1E110Q1G17050I0I0H63070;OK;;;;23;23;;;;;
546;1YKMJ00101;125;125;5;6;0I0H0I;219;8;0;NORMAL;0I1M181A17060I0H0I63080;0I1M181A17060I0H0I63080;OK;;;;23;23;;;;;
547;TB9SJ00101;125;125;5;6;0I0H0I;219;8;0;NORMAL;1H0Z0Q1G17060I0H0I63080;1H0Z0Q1G17060I0H0I63080;OK;;;;23;23;;;;;
548;VEUG500101;125;125;5;6;0I0H0I;219;8;0;NORMAL;1J121I140M060I0H0I63080;1J121I140M060I0H0I63080;OK;;;;23;23;;;;;
549;1KPWJ00101;126;126;5;7;0I0I0H;219;9;0;NORMAL;0I181D1K17070I0I0H63090;0I181D1K17070I0I0H63090;OK;;;;23;23;;;;;
550;LBATJ00101;126;126;5;7;0I0I0H;219;9;0;NORMAL;190Z0Y1H17070I0I0H63090;190Z0Y1H17070I0I0H63090;OK;;;;23;23;;;;;
551;N6RMJ00101;126;126;5;7;0I0I0H;219;9;0;NORMAL;1B0N1F1A17070I0I0H63090;1B0N1F1A17070I0I0H63090;OK;;;;23;23;;;;;
552;TC9SJ00101;126;126;5;7;0I0I0H;219;9;0;NORMAL;1H100Q1G17070I0I0H63090;1H100Q1G17070I0I0H63090;OK;;;;23;23;;;;;
553;2NQSJ00101;127;127;5;8;0I0H0I;219;10;0;NORMAL;0J1B1E1G17080I0H0I630A0;0J1B1E1G17080I0H0I630A0;OK;;;;23;23;;;;;
554;2ZKMJ00101;127;127;5;8;0I0H0I;219;10;0;NORMAL;0J1N181A17080I0H0I630A0;0J1N181A17080I0H0I630A0;OK;;;;23;23;;;;;
555;5YCSJ00101;127;127;5;8;0I0H0I;219;10;0;NORMAL;0M1M101G17080I0H0I630A0;0M1M101G17080I0H0I630A0;OK;;;;23;23;;;;;
556;PG8UJ00101;127;127;5;8;0I0H0I;219;10;0;NORMAL;1D140P1I17080I0H0I630A0;1D140P1I17080I0H0I630A0;OK;;;;23;23;;;;;
557;Q2IXJ00101;127;127;5;8;0I0H0I;219;10;0;NORMAL;1E0J161L17080I0H0I630A0;1E0J161L17080I0H0I630A0;OK;;;;23;23;;;;;
558;SN7LJ00101;127;127;5;8;0I0H0I;219;10;0;NORMAL;1G1B0O1917080I0H0I630A0;1G1B0O1917080I0H0I630A0;OK;;;;23;23;;;;;
559;0TROJ00101;128;128;5;9;0I0I0H;219;11;0;NORMAL;0H1H1F1C17090I0I0H630B0;0H1H1F1C17090I0I0H630B0;OK;;;;23;23;;;;;
560;3KPWJ00101;128;128;5;9;0I0I0H;219;11;0;NORMAL;0K181D1K17090I0I0H630B0;0K181D1K17090I0I0H630B0;OK;;;;23;23;;;;;
561;JKBNJ00101;128;128;5;9;0I0I0H;219;11;0;NORMAL;17180Z1B17090I0I0H630B0;17180Z1B17090I0I0H630B0;OK;;;;23;23;;;;;
562;KI8YJ00101;128;128;5;9;0I0I0H;219;11;0;NORMAL;18160P1M17090I0I0H630B0;18160P1M17090I0I0H630B0;OK;;;;23;23;;;;;
563;QG8UJ00101;128;128;5;9;0I0I0H;219;11;0;NORMAL;1E140P1I17090I0I0H630B0;1E140P1I17090I0I0H630B0;OK;;;;23;23;;;;;
564;TBCLJ00101;128;128;5;9;0I0I0H;219;11;0;NORMAL;1H0Z101917090I0I0H630B0;1H0Z101917090I0I0H630B0;OK;;;;23;23;;;;;
565;1QQSJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;0I1E1E1G170A0I0H0I630C0;0I1E1E1G170A0I0H0I630C0;OK;;;;23;23;;;;;
566;2TQOJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;0J1H1E1C170A0I0H0I630C0;0J1H1E1C170A0I0H0I630C0;OK;;;;23;23;;;;;
567;4ZKMJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;0L1N181A170A0I0H0I630C0;0L1N181A170A0I0H0I630C0;OK;;;;23;23;;;;;
568;7YDRJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;0O1M111F170A0I0H0I630C0;0O1M111F170A0I0H0I630C0;OK;;;;23;23;;;;;
569;LI8YJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;19160P1M170A0I0H0I630C0;19160P1M170A0I0H0I630C0;OK;;;;23;23;;;;;
570;RG8UJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;1F140P1I170A0I0H0I630C0;1F140P1I170A0I0H0I630C0;OK;;;;23;23;;;;;
571;X9ATJ00101;129;129;5;10;0I0H0I;219;12;0;NORMAL;1L0Q0Y1H170A0I0H0I630C0;1L0Q0Y1H170A0I0H0I630C0;OK;;;;23;23;;;;;
572;8YDRJ00101;130;130;5;11;0I0I0H;219;13;0;NORMAL;0P1M111F170B0I0I0H630D0;0P1M111F170B0I0I0H630D0;OK;;;;23;23;;;;;
573;K5QVJ00101;130;130;5;11;0I0I0H;219;13;0;NORMAL;180M1E1J170B0I0I0H630D0;180M1E1J170B0I0I0H630D0;OK;;;;23;23;;;;;
574;M6WMJ00101;130;130;5;11;0I0I0H;219;13;0;NORMAL;1A0N1K1A170B0I0I0H630D0;1A0N1K1A170B0I0I0H630D0;OK;;;;23;23;;;;;
575;SG8UJ00101;130;130;5;11;0I0I0H;219;13;0;NORMAL;1G140P1I170B0I0I0H630D0;1G140P1I170B0I0I0H630D0;OK;;;;23;23;;;;;
576;Z6ERJ00101;130;130;5;11;0I0I0H;219;13;0;NORMAL;1N0N121F170B0I0I0H630D0;1N0N121F170B0I0I0H630D0;OK;;;;23;23;;;;;
